app_event_id,customer_id,event_datetime,device_type,app_version,event_type,session_duration_minutes,app_source
APP00227,CUST00300,2025-07-08 08:00:00,iOS,6.0,Add to Cart,75,Website
APP00228,CUST00144,2025-07-09 04:00:00,Android,6.0,Add to Cart,65,QR Campaign
APP00229,CUST00199,2025-07-10 00:00:00,iOS,5.1,Purchase,47,Play Store
APP00230,CUST00206,2025-07-10 20:00:00,Android,6.0,Search,39,Play Store
APP00231,CUST00406,2025-07-11 16:00:00,iOS,5.3,Login,49,App Store
APP00232,CUST00201,2025-07-12 12:00:00,iOS,5.2,Login,73,Website
APP00233,CUST00239,2025-07-13 08:00:00,iOS,5.2,Search,58,QR Campaign
APP00234,CUST00407,2025-07-14 04:00:00,iOS,6.0,Purchase,89,QR Campaign
APP00235,CUST00427,2025-07-15 00:00:00,iOS,5.3,Add to Cart,17,App Store
APP00236,CUST00068,2025-07-15 20:00:00,Android,5.3,Search,6,QR Campaign
APP00237,CUST00171,2025-07-16 16:00:00,Android,5.1,Login,15,Website
APP00238,CUST00410,2025-07-17 12:00:00,Android,5.2,Login,67,App Store
APP00239,CUST00297,2025-07-18 08:00:00,iOS,5.2,Add to Cart,28,App Store
APP00240,CUST00070,2025-07-19 04:00:00,iOS,5.2,Add to Cart,73,Website
APP00241,CUST00287,2025-07-20 00:00:00,iOS,6.0,View Product,44,QR Campaign
APP00242,CUST00017,2025-07-20 20:00:00,Android,5.3,Logout,18,Website
APP00243,CUST00137,2025-07-21 16:00:00,Android,5.1,Search,32,QR Campaign
APP00244,CUST00219,2025-07-22 12:00:00,Android,6.0,Add to Cart,83,QR Campaign
APP00245,CUST00311,2025-07-23 08:00:00,iOS,5.1,View Product,69,QR Campaign
APP00246,CUST00006,2025-07-24 04:00:00,iOS,6.0,Purchase,44,Website
APP00247,CUST00198,2025-07-25 00:00:00,iOS,5.2,Login,70,Website
APP00248,CUST00448,2025-07-25 20:00:00,Android,5.1,Search,63,Play Store
APP00249,CUST00132,2025-07-26 16:00:00,iOS,5.3,Logout,76,Website
APP00250,CUST00500,2025-07-27 12:00:00,iOS,5.3,Purchase,58,App Store
APP00251,CUST00363,2025-07-28 08:00:00,iOS,6.0,Search,47,App Store
APP00252,CUST00451,2025-07-29 04:00:00,Android,5.2,Search,17,App Store
APP00253,CUST00344,2025-07-30 00:00:00,Android,6.0,Add to Cart,39,App Store
APP00254,CUST00184,2025-07-30 20:00:00,Android,5.1,View Product,59,Play Store
APP00255,CUST00018,2025-07-31 16:00:00,iOS,5.3,Search,7,Website
APP00256,CUST00416,2025-08-01 12:00:00,iOS,5.3,Logout,63,Website
APP00257,CUST00496,2025-08-02 08:00:00,Android,5.3,Purchase,57,QR Campaign
APP00258,CUST00213,2025-08-03 04:00:00,iOS,5.3,Logout,75,Website
APP00259,CUST00048,2025-08-04 00:00:00,iOS,5.1,Search,34,QR Campaign
APP00260,CUST00029,2025-08-04 20:00:00,iOS,5.3,Logout,53,QR Campaign
APP00261,CUST00416,2025-08-05 16:00:00,Android,6.0,Logout,66,App Store
APP00262,CUST00153,2025-08-06 12:00:00,Android,5.3,View Product,78,Play Store
APP00263,CUST00332,2025-08-07 08:00:00,Android,5.1,Login,82,Play Store
APP00264,CUST00238,2025-08-08 04:00:00,iOS,5.2,Search,48,Website
APP00265,CUST00319,2025-08-09 00:00:00,Android,5.2,Purchase,60,QR Campaign
APP00266,CUST00265,2025-08-09 20:00:00,Android,5.3,Login,43,App Store
APP00267,CUST00199,2025-08-10 16:00:00,Android,5.2,Logout,73,QR Campaign
APP00268,CUST00014,2025-08-11 12:00:00,Android,5.1,Login,4,App Store
APP00269,CUST00276,2025-08-12 08:00:00,Android,5.3,Add to Cart,78,QR Campaign
APP00270,CUST00468,2025-08-13 04:00:00,iOS,5.1,Add to Cart,75,Website
APP00271,CUST00010,2025-08-14 00:00:00,iOS,5.2,Search,52,Website
APP00272,CUST00139,2025-08-14 20:00:00,iOS,5.2,Purchase,32,QR Campaign
APP00273,CUST00167,2025-08-15 16:00:00,iOS,5.3,Add to Cart,51,Play Store
APP00274,CUST00147,2025-08-16 12:00:00,iOS,5.2,Logout,10,App Store
APP00275,CUST00403,2025-08-17 08:00:00,iOS,5.3,View Product,12,Play Store
APP00276,CUST00245,2025-08-18 04:00:00,Android,5.3,View Product,82,Play Store
APP00277,CUST00427,2025-08-19 00:00:00,iOS,6.0,Logout,39,QR Campaign
APP00278,CUST00445,2025-08-19 20:00:00,iOS,6.0,Login,80,App Store
APP00279,CUST00070,2025-08-20 16:00:00,iOS,6.0,Logout,68,App Store
APP00280,CUST00328,2025-08-21 12:00:00,iOS,5.1,Login,10,Website
APP00281,CUST00321,2025-08-22 08:00:00,iOS,5.2,Login,82,QR Campaign
APP00282,CUST00407,2025-08-23 04:00:00,iOS,5.2,View Product,73,QR Campaign
APP00283,CUST00104,2025-08-24 00:00:00,iOS,6.0,Add to Cart,86,QR Campaign
APP00284,CUST00229,2025-08-24 20:00:00,iOS,5.3,Logout,10,Website
APP00285,CUST00316,2025-08-25 16:00:00,Android,5.3,Add to Cart,23,Website
APP00286,CUST00138,2025-08-26 12:00:00,iOS,5.3,Search,77,App Store
APP00287,CUST00319,2025-08-27 08:00:00,iOS,5.3,Purchase,88,Website
APP00288,CUST00386,2025-08-28 04:00:00,iOS,5.1,View Product,13,QR Campaign
APP00289,CUST00036,2025-08-29 00:00:00,iOS,5.2,Login,48,QR Campaign
APP00290,CUST00118,2025-08-29 20:00:00,iOS,6.0,Purchase,89,Play Store
APP00291,CUST00255,2025-08-30 16:00:00,Android,5.1,Login,44,Website
APP00292,CUST00313,2025-08-31 12:00:00,Android,5.2,Purchase,80,QR Campaign
APP00293,CUST00450,2025-09-01 08:00:00,Android,5.1,Purchase,64,QR Campaign
APP00294,CUST00335,2025-09-02 04:00:00,Android,5.3,Add to Cart,40,App Store
APP00295,CUST00020,2025-09-03 00:00:00,Android,5.1,Search,6,Website
APP00296,CUST00298,2025-09-03 20:00:00,iOS,5.1,Search,72,QR Campaign
APP00297,CUST00021,2025-09-04 16:00:00,Android,5.3,Login,82,App Store
APP00298,CUST00478,2025-09-05 12:00:00,Android,5.3,View Product,43,Play Store
APP00299,CUST00256,2025-09-06 08:00:00,Android,6.0,Search,32,Play Store
APP00300,CUST00248,2025-09-07 04:00:00,Android,6.0,View Product,49,App Store
APP00301,CUST00472,2025-09-08 00:00:00,iOS,5.2,Login,74,Website
APP00302,CUST00450,2025-09-08 20:00:00,iOS,6.0,View Product,87,QR Campaign
APP00303,CUST00166,2025-09-09 16:00:00,Android,6.0,Purchase,19,Website
APP00304,CUST00470,2025-09-10 12:00:00,iOS,5.2,Purchase,84,App Store
APP00305,CUST00349,2025-09-11 08:00:00,iOS,5.1,Login,52,QR Campaign
APP00306,CUST00255,2025-09-12 04:00:00,iOS,5.1,View Product,52,QR Campaign
APP00307,CUST00078,2025-09-13 00:00:00,iOS,5.1,View Product,34,QR Campaign
APP00308,CUST00453,2025-09-13 20:00:00,Android,5.3,Login,59,Website
APP00309,CUST00280,2025-09-14 16:00:00,iOS,5.2,Search,81,Website
APP00310,CUST00282,2025-09-15 12:00:00,iOS,5.1,Add to Cart,5,App Store
APP00311,CUST00386,2025-09-16 08:00:00,Android,6.0,Search,66,Play Store
APP00312,CUST00430,2025-09-17 04:00:00,Android,6.0,Logout,41,App Store
APP00313,CUST00365,2025-09-18 00:00:00,iOS,6.0,Add to Cart,34,QR Campaign
APP00314,CUST00034,2025-09-18 20:00:00,Android,5.2,View Product,54,App Store
APP00315,CUST00446,2025-09-19 16:00:00,Android,5.2,Add to Cart,20,Play Store
APP00316,CUST00471,2025-09-20 12:00:00,Android,6.0,Add to Cart,54,App Store
APP00317,CUST00425,2025-09-21 08:00:00,Android,5.3,View Product,66,Play Store
APP00318,CUST00099,2025-09-22 04:00:00,iOS,5.3,Purchase,18,Play Store
APP00319,CUST00143,2025-09-23 00:00:00,Android,5.1,Add to Cart,44,QR Campaign
APP00320,CUST00055,2025-09-23 20:00:00,iOS,5.1,Login,48,Play Store
APP00321,CUST00003,2025-09-24 16:00:00,Android,5.1,Search,35,Website
APP00322,CUST00332,2025-09-25 12:00:00,iOS,5.1,View Product,79,App Store
APP00323,CUST00422,2025-09-26 08:00:00,Android,5.1,View Product,39,App Store
APP00324,CUST00435,2025-09-27 04:00:00,Android,5.2,Add to Cart,3,Website
APP00325,CUST00401,2025-09-28 00:00:00,Android,5.2,Purchase,19,Website
APP00326,CUST00486,2025-09-28 20:00:00,iOS,5.3,Purchase,87,QR Campaign
