deal_id,opportunity_id,customer_id,product,deal_stage,engage_date,close_date,close_value,sales_agent
DEAL00086,OPP01033,CUST00762,AI Platform,Qualification,2025-02-13,2025-03-04,114612.31,Agent C
DEAL00087,OPP01489,CUST00464,AI Platform,Won,2025-03-29,2025-05-26,72020.1,Agent B
DEAL00088,OPP00677,CUST01867,Support Package,Proposal,2025-01-15,2025-03-02,325002.35,Agent B
DEAL00089,OPP00551,CUST01362,Support Package,Prospecting,2025-11-15,2026-06-15,252433.57,Agent A
DEAL00090,OPP00720,CUST01756,CRM License,Prospecting,2025-10-04,2026-03-28,340132.32,Agent A
DEAL00091,OPP00465,CUST00757,Cloud Subscription,Prospecting,2025-06-13,2025-09-14,178964.94,Agent E
DEAL00092,OPP00392,CUST00697,CRM License,Prospecting,2026-07-02,2026-11-09,337162.74,Agent D
DEAL00093,OPP01639,CUST00249,Laptop,Prospecting,2025-07-01,2025-09-27,51724.39,Agent D
DEAL00094,OPP00691,CUST01546,Support Package,Proposal,2025-01-11,2025-04-22,210723.95,Agent C
DEAL00095,OPP00541,CUST01689,Laptop,Prospecting,2025-03-01,2025-08-03,178890.0,Agent E
DEAL00096,OPP01624,CUST01640,CRM License,Won,2026-03-09,2026-04-30,10899.27,Agent C
DEAL00097,OPP01577,CUST00583,Laptop,Qualification,2025-11-14,2026-05-17,75585.56,Agent B
DEAL00098,OPP00492,CUST00977,Analytics Suite,Negotiation,2025-06-05,2026-01-18,62180.53,Agent B
DEAL00099,OPP00610,CUST00987,AI Platform,Prospecting,2025-05-28,2026-01-16,30675.16,Agent E
DEAL00100,OPP01643,CUST00241,CRM License,Proposal,2025-05-11,2025-06-27,332370.69,Agent C
DEAL00101,OPP00556,CUST00001,Analytics Suite,Prospecting,2025-09-09,2025-12-20,338224.84,Agent A
DEAL00102,OPP01723,CUST00669,CRM License,Negotiation,2026-02-24,2026-05-03,313195.0,Agent A
DEAL00103,OPP01236,CUST01021,Support Package,Won,2026-01-16,2026-06-19,346219.5,Agent D
DEAL00104,OPP01333,CUST01978,Analytics Suite,Won,2026-03-22,2026-06-12,292425.83,Agent E
DEAL00105,OPP01068,CUST01748,Support Package,Proposal,2025-01-25,2025-05-03,326941.56,Agent D
DEAL00106,OPP00062,CUST01432,Laptop,Negotiation,2025-11-30,2026-01-08,77194.58,Agent E
DEAL00107,OPP01650,CUST01926,Support Package,Won,2026-04-01,2026-08-16,97340.51,Agent D
DEAL00108,OPP01123,CUST01550,AI Platform,Qualification,2025-05-01,2025-09-09,303102.47,Agent D
DEAL00109,OPP00346,CUST01053,Laptop,Prospecting,2025-12-14,2026-04-28,173017.67,Agent D
DEAL00110,OPP01667,CUST01824,Analytics Suite,Negotiation,2025-01-04,2025-03-31,253770.63,Agent A
DEAL00111,OPP00587,CUST01840,AI Platform,Lost,2026-06-27,2026-12-27,201049.09,Agent D
DEAL00112,OPP00732,CUST00406,Laptop,Lost,2026-03-16,2026-08-11,113917.17,Agent B
DEAL00113,OPP01279,CUST00566,AI Platform,Prospecting,2026-01-07,2026-02-24,106843.85,Agent C
DEAL00114,OPP00566,CUST01937,Analytics Suite,Qualification,2025-12-24,2026-03-26,264381.06,Agent C
DEAL00115,OPP00013,CUST00012,Support Package,Negotiation,2026-02-04,2026-07-14,190912.34,Agent B
DEAL00116,OPP00643,CUST01037,AI Platform,Won,2025-09-09,2025-10-13,132191.13,Agent D
DEAL00117,OPP01367,CUST00766,Analytics Suite,Proposal,2026-07-31,2026-10-28,219793.5,Agent D
DEAL00118,OPP00847,CUST01490,CRM License,Proposal,2025-05-08,2025-12-04,152778.78,Agent A
DEAL00119,OPP01425,CUST01917,CRM License,Lost,2026-04-29,2026-08-16,171525.45,Agent A
DEAL00120,OPP00141,CUST00637,CRM License,Won,2026-03-31,2026-08-03,240489.3,Agent E
DEAL00121,OPP00515,CUST00441,Support Package,Qualification,2026-05-15,2026-10-27,165708.17,Agent A
DEAL00122,OPP00476,CUST00659,Support Package,Lost,2025-02-12,2025-05-04,332979.81,Agent B
DEAL00123,OPP00129,CUST01432,CRM License,Negotiation,2025-09-23,2026-04-10,174965.5,Agent C
DEAL00124,OPP01294,CUST00720,Analytics Suite,Prospecting,2026-01-19,2026-01-29,337019.76,Agent E
DEAL00125,OPP00421,CUST01285,Analytics Suite,Qualification,2026-01-04,2026-05-01,298213.97,Agent E
DEAL00126,OPP00945,CUST00697,Cloud Subscription,Qualification,2026-02-15,2026-07-11,312915.3,Agent D
DEAL00127,OPP01981,CUST01481,AI Platform,Qualification,2026-01-14,2026-03-17,269513.61,Agent A
DEAL00128,OPP00495,CUST00126,Analytics Suite,Negotiation,2025-05-14,2025-11-19,215538.72,Agent E
DEAL00129,OPP00390,CUST00686,Analytics Suite,Prospecting,2026-05-09,2026-06-03,191107.0,Agent E
DEAL00130,OPP01862,CUST00620,CRM License,Qualification,2025-10-16,2026-03-23,197562.74,Agent C
DEAL00131,OPP00715,CUST01196,Laptop,Negotiation,2026-08-02,2027-01-03,78494.61,Agent D
DEAL00132,OPP00592,CUST01295,Analytics Suite,Won,2025-11-07,2026-05-16,82894.26,Agent B
DEAL00133,OPP01440,CUST01455,Cloud Subscription,Qualification,2025-11-17,2026-01-11,21615.02,Agent E
DEAL00134,OPP00259,CUST01804,Support Package,Won,2025-12-19,2026-01-31,263490.5,Agent D
DEAL00135,OPP00757,CUST01593,AI Platform,Proposal,2026-06-04,2026-10-24,52453.59,Agent C
DEAL00136,OPP00399,CUST00084,Laptop,Qualification,2026-06-22,2027-02-10,207930.7,Agent A
DEAL00137,OPP01784,CUST01356,Analytics Suite,Qualification,2025-12-15,2026-06-22,56893.85,Agent C
DEAL00138,OPP00594,CUST00034,Laptop,Lost,2025-11-22,2026-01-17,32625.89,Agent C
DEAL00139,OPP01134,CUST00828,Cloud Subscription,Negotiation,2025-02-02,2025-05-15,191422.09,Agent D
DEAL00140,OPP01046,CUST01185,Support Package,Negotiation,2025-02-10,2025-04-20,306852.6,Agent D
DEAL00141,OPP00986,CUST00639,AI Platform,Won,2026-03-15,2026-09-19,131044.91,Agent B
DEAL00142,OPP00133,CUST01400,Cloud Subscription,Negotiation,2025-07-25,2025-11-28,322537.35,Agent E
DEAL00143,OPP00526,CUST01593,CRM License,Proposal,2025-09-18,2026-01-04,13504.43,Agent E
DEAL00144,OPP01710,CUST01217,Analytics Suite,Qualification,2026-01-10,2026-01-18,168351.26,Agent C
DEAL00145,OPP01097,CUST01050,Support Package,Qualification,2025-05-13,2025-10-14,59899.91,Agent B
DEAL00146,OPP01755,CUST01947,Laptop,Proposal,2025-07-18,2025-11-05,117365.37,Agent E
DEAL00147,OPP01119,CUST01305,Laptop,Won,2025-01-26,2025-02-11,18068.79,Agent C
DEAL00148,OPP00637,CUST00458,Laptop,Qualification,2026-04-03,2026-05-25,22018.15,Agent B
DEAL00149,OPP00691,CUST01313,Support Package,Prospecting,2025-10-31,2026-04-25,252356.65,Agent C
DEAL00150,OPP01551,CUST00963,Laptop,Won,2025-04-24,2025-10-22,232543.63,Agent A
DEAL00151,OPP00476,CUST00048,Support Package,Negotiation,2025-12-22,2026-04-23,80834.05,Agent A
DEAL00152,OPP01200,CUST01832,Laptop,Qualification,2025-03-27,2025-09-26,316390.65,Agent B
DEAL00153,OPP01872,CUST01592,Laptop,Proposal,2026-04-11,2026-10-07,243912.16,Agent C
DEAL00154,OPP01691,CUST01235,Analytics Suite,Qualification,2025-05-18,2025-10-15,124298.85,Agent B
DEAL00155,OPP00775,CUST01346,Cloud Subscription,Qualification,2025-06-11,2025-08-05,148602.08,Agent E
DEAL00156,OPP00554,CUST01155,Support Package,Prospecting,2026-06-07,2026-09-20,109468.97,Agent D
DEAL00157,OPP01244,CUST00687,AI Platform,Proposal,2026-03-19,2026-10-02,292403.39,Agent B
DEAL00158,OPP01221,CUST01866,Cloud Subscription,Negotiation,2026-02-10,2026-04-30,177946.38,Agent D
DEAL00159,OPP01445,CUST01107,Support Package,Prospecting,2025-12-25,2026-06-03,56004.58,Agent B
DEAL00160,OPP00146,CUST00678,CRM License,Proposal,2025-11-06,2026-05-24,78582.67,Agent C
DEAL00161,OPP01080,CUST01370,Analytics Suite,Prospecting,2025-04-25,2025-09-03,110836.88,Agent E
DEAL00162,OPP00019,CUST00315,Analytics Suite,Won,2025-06-29,2025-11-01,147072.08,Agent D
DEAL00163,OPP01982,CUST00640,Laptop,Prospecting,2026-07-28,2026-09-16,211497.57,Agent B
DEAL00164,OPP01750,CUST00259,Cloud Subscription,Qualification,2026-07-02,2026-11-01,337816.09,Agent D
DEAL00165,OPP01480,CUST00171,Analytics Suite,Prospecting,2026-03-09,2026-03-25,99055.74,Agent E
DEAL00166,OPP00590,CUST01644,CRM License,Lost,2026-06-14,2026-07-17,121657.21,Agent A
DEAL00167,OPP01493,CUST00875,AI Platform,Proposal,2026-04-25,2026-09-05,18143.68,Agent B
DEAL00168,OPP00891,CUST01714,Support Package,Lost,2025-08-27,2025-10-23,136667.66,Agent C
DEAL00169,OPP01298,CUST01275,Support Package,Proposal,2026-03-03,2026-05-29,239526.34,Agent D
DEAL00170,OPP00464,CUST00468,Support Package,Negotiation,2026-03-25,2026-06-23,337440.81,Agent C
DEAL00171,OPP00950,CUST00423,CRM License,Negotiation,2025-03-24,2025-07-19,261664.44,Agent D
DEAL00172,OPP01754,CUST00915,AI Platform,Won,2026-06-29,2026-12-15,50118.81,Agent A
DEAL00173,OPP00380,CUST00190,AI Platform,Negotiation,2025-10-21,2026-02-08,312613.12,Agent D
DEAL00174,OPP00770,CUST01170,Laptop,Qualification,2025-07-06,2026-01-25,295150.9,Agent B
DEAL00175,OPP00584,CUST00919,Support Package,Lost,2025-10-10,2026-02-06,74267.63,Agent C
DEAL00176,OPP00359,CUST00279,Support Package,Prospecting,2025-07-15,2026-03-10,327676.58,Agent A
DEAL00177,OPP00795,CUST01050,Analytics Suite,Won,2025-07-18,2026-03-14,252793.68,Agent A
DEAL00178,OPP01216,CUST01698,Analytics Suite,Qualification,2025-11-22,2026-03-08,276157.9,Agent C
DEAL00179,OPP00110,CUST01818,CRM License,Proposal,2026-08-18,2027-02-19,166107.49,Agent E
DEAL00180,OPP00411,CUST00838,Laptop,Proposal,2025-09-01,2025-12-22,78232.45,Agent B
DEAL00181,OPP01635,CUST00147,CRM License,Lost,2025-05-08,2025-12-04,281695.77,Agent E
DEAL00182,OPP00522,CUST01727,Support Package,Negotiation,2026-03-30,2026-10-01,172330.53,Agent D
DEAL00183,OPP00672,CUST01103,Support Package,Negotiation,2025-06-25,2025-09-18,338926.32,Agent E
DEAL00184,OPP01346,CUST01521,Laptop,Prospecting,2025-11-17,2026-02-06,62133.74,Agent E
DEAL00185,OPP01493,CUST00091,AI Platform,Qualification,2025-06-01,2025-12-30,130837.19,Agent A
DEAL00186,OPP01919,CUST00590,AI Platform,Negotiation,2025-05-07,2025-09-16,260086.0,Agent D
DEAL00187,OPP00318,CUST00572,Laptop,Lost,2025-05-31,2025-11-15,204575.75,Agent A
DEAL00188,OPP01510,CUST01434,Analytics Suite,Qualification,2025-08-01,2026-01-12,157313.53,Agent B
DEAL00189,OPP01448,CUST01363,Support Package,Lost,2026-07-24,2026-09-07,248547.58,Agent A
DEAL00190,OPP00249,CUST01482,Support Package,Negotiation,2026-02-05,2026-04-08,259339.36,Agent B
DEAL00191,OPP01754,CUST00795,AI Platform,Negotiation,2026-02-19,2026-09-23,206281.66,Agent D
DEAL00192,OPP00626,CUST00623,AI Platform,Negotiation,2025-02-01,2025-04-14,118495.16,Agent E
DEAL00193,OPP00847,CUST00379,CRM License,Negotiation,2025-01-07,2025-08-04,220378.21,Agent E
DEAL00194,OPP01593,CUST00508,AI Platform,Lost,2025-07-23,2025-10-20,195382.45,Agent A
DEAL00195,OPP01048,CUST00329,Cloud Subscription,Lost,2026-06-14,2027-01-04,281203.04,Agent E
DEAL00196,OPP00551,CUST01647,Cloud Subscription,Qualification,2025-01-10,2025-05-31,232175.67,Agent E
DEAL00197,OPP00644,CUST01356,Support Package,Lost,2026-04-02,2026-05-02,178902.39,Agent E
DEAL00198,OPP01481,CUST01356,Support Package,Negotiation,2026-05-05,2026-07-14,16359.6,Agent E
DEAL00199,OPP00367,CUST01772,Laptop,Won,2025-06-15,2026-01-29,66759.71,Agent D
DEAL00200,OPP00944,CUST01480,Analytics Suite,Negotiation,2025-03-11,2025-05-05,124442.06,Agent C
DEAL00201,OPP01495,CUST00642,AI Platform,Proposal,2025-04-02,2025-06-01,214468.73,Agent E
DEAL00202,OPP01769,CUST00627,Cloud Subscription,Proposal,2025-02-16,2025-03-29,279401.98,Agent D
DEAL00203,OPP01653,CUST00255,Laptop,Negotiation,2026-05-18,2026-10-14,336384.4,Agent D
DEAL00204,OPP00719,CUST01445,Laptop,Negotiation,2026-04-14,2026-10-26,213933.83,Agent B
DEAL00205,OPP00398,CUST01749,CRM License,Lost,2026-02-05,2026-09-18,257806.96,Agent E
DEAL00206,OPP01870,CUST01429,AI Platform,Negotiation,2025-02-23,2025-09-24,221290.01,Agent E
DEAL00207,OPP01195,CUST00942,CRM License,Won,2026-07-21,2027-02-18,156294.43,Agent A
DEAL00208,OPP00815,CUST00667,Analytics Suite,Proposal,2026-02-12,2026-09-17,217290.07,Agent E
DEAL00209,OPP01804,CUST00877,Laptop,Lost,2026-05-09,2026-09-25,146228.81,Agent D
DEAL00210,OPP01453,CUST00541,AI Platform,Prospecting,2025-08-15,2026-03-01,164237.39,Agent E
DEAL00211,OPP00953,CUST00331,AI Platform,Won,2025-04-28,2025-09-29,319741.32,Agent E
DEAL00212,OPP00391,CUST00863,Cloud Subscription,Prospecting,2026-05-05,2026-06-12,201712.29,Agent E
DEAL00213,OPP00164,CUST00474,Laptop,Proposal,2025-01-31,2025-02-12,44139.72,Agent B
DEAL00214,OPP01062,CUST01479,Cloud Subscription,Prospecting,2025-04-19,2025-05-18,188080.33,Agent C
DEAL00215,OPP00229,CUST01814,Cloud Subscription,Prospecting,2025-04-02,2025-06-28,334108.47,Agent B
DEAL00216,OPP00621,CUST00388,Laptop,Negotiation,2025-02-20,2025-06-23,44014.58,Agent A
DEAL00217,OPP01363,CUST00013,Support Package,Qualification,2025-11-25,2026-04-29,340203.68,Agent E
DEAL00218,OPP00026,CUST01749,Support Package,Negotiation,2025-05-17,2025-09-22,345797.72,Agent A
DEAL00219,OPP01979,CUST00588,Analytics Suite,Proposal,2026-07-30,2026-10-30,200642.48,Agent C
DEAL00220,OPP00875,CUST00511,Cloud Subscription,Proposal,2026-07-10,2027-01-03,123029.17,Agent A
DEAL00221,OPP01741,CUST01711,Laptop,Prospecting,2025-04-11,2025-11-04,12935.79,Agent D
DEAL00222,OPP00345,CUST01680,Analytics Suite,Lost,2026-05-10,2026-07-07,15271.7,Agent D
DEAL00223,OPP00922,CUST01162,Analytics Suite,Negotiation,2025-01-24,2025-04-01,141952.44,Agent C
DEAL00224,OPP01918,CUST00312,AI Platform,Lost,2025-06-20,2026-01-29,276244.41,Agent B
DEAL00225,OPP01265,CUST01412,Analytics Suite,Qualification,2026-01-29,2026-09-19,330407.0,Agent B
DEAL00226,OPP01618,CUST01479,Cloud Subscription,Prospecting,2025-05-03,2025-07-21,62624.62,Agent D
DEAL00227,OPP01371,CUST00887,CRM License,Negotiation,2025-02-16,2025-06-21,175835.89,Agent E
DEAL00228,OPP01480,CUST01123,Laptop,Won,2025-04-04,2025-08-23,180586.72,Agent D
DEAL00229,OPP00729,CUST01073,Support Package,Proposal,2026-01-28,2026-07-01,139303.15,Agent A
DEAL00230,OPP00907,CUST01323,CRM License,Lost,2025-05-12,2025-12-06,193585.06,Agent B
DEAL00231,OPP00099,CUST01032,CRM License,Won,2025-05-27,2025-06-27,324507.56,Agent E
DEAL00232,OPP00519,CUST01949,Cloud Subscription,Proposal,2025-05-03,2025-09-08,159099.91,Agent C
DEAL00233,OPP00130,CUST00071,Laptop,Lost,2026-06-10,2026-08-06,56845.11,Agent D
DEAL00234,OPP00649,CUST00106,Support Package,Prospecting,2026-06-14,2026-12-13,236252.85,Agent C
DEAL00235,OPP01452,CUST00303,Analytics Suite,Proposal,2026-04-25,2026-09-17,20667.34,Agent D
DEAL00236,OPP00409,CUST00299,Support Package,Negotiation,2025-01-12,2025-07-12,329639.19,Agent A
DEAL00237,OPP00958,CUST00998,Cloud Subscription,Proposal,2025-05-30,2026-01-02,329561.8,Agent B
DEAL00238,OPP01104,CUST00159,Laptop,Proposal,2026-06-09,2026-12-17,41328.49,Agent C
DEAL00239,OPP00328,CUST00383,Support Package,Qualification,2025-11-27,2026-06-21,197301.53,Agent A
DEAL00240,OPP01623,CUST01040,Cloud Subscription,Prospecting,2025-01-25,2025-08-08,281112.73,Agent A
DEAL00241,OPP01543,CUST01800,Laptop,Lost,2025-05-29,2025-10-28,167956.68,Agent E
DEAL00242,OPP00375,CUST01606,AI Platform,Negotiation,2026-05-08,2026-08-14,172782.36,Agent A
DEAL00243,OPP00073,CUST00434,Cloud Subscription,Won,2026-06-08,2026-09-01,339868.0,Agent B
DEAL00244,OPP00010,CUST00110,Support Package,Negotiation,2025-09-11,2025-12-11,88372.75,Agent A
DEAL00245,OPP00586,CUST01478,Analytics Suite,Negotiation,2025-04-01,2025-08-27,188945.46,Agent E
DEAL00246,OPP00252,CUST01559,Analytics Suite,Won,2025-02-16,2025-08-29,49089.17,Agent D
DEAL00247,OPP00035,CUST01859,AI Platform,Negotiation,2025-05-15,2025-08-15,112829.65,Agent B
DEAL00248,OPP00922,CUST00867,AI Platform,Proposal,2026-04-22,2026-09-11,299307.51,Agent A
DEAL00249,OPP01051,CUST00117,Cloud Subscription,Won,2026-05-08,2026-08-19,253592.54,Agent B
DEAL00250,OPP00038,CUST01883,AI Platform,Lost,2025-06-02,2025-10-28,218081.29,Agent C
DEAL00251,OPP01198,CUST00575,Support Package,Prospecting,2026-08-06,2027-02-19,48722.11,Agent D
DEAL00252,OPP00807,CUST00766,Cloud Subscription,Lost,2026-06-08,2026-09-18,299237.51,Agent B
DEAL00253,OPP00401,CUST00829,Support Package,Won,2026-08-12,2026-11-19,111357.16,Agent A
DEAL00254,OPP00223,CUST01970,Analytics Suite,Prospecting,2026-03-25,2026-05-17,191894.17,Agent E
DEAL00255,OPP01519,CUST00723,AI Platform,Negotiation,2025-12-08,2026-04-10,89381.4,Agent B
DEAL00256,OPP00216,CUST01114,Analytics Suite,Qualification,2026-08-09,2026-11-30,187050.43,Agent B
