interaction_id,customer_id,agent_id,interaction_datetime,channel,call_reason,duration_minutes,outcome,satisfaction_score
CALL00060,CUST00435,AG004,2025-02-14 06:00:00,Email,Cancellation,10,Resolved,4
CALL00061,CUST00062,AG003,2025-02-15 00:00:00,Email,Cancellation,20,No Response,2
CALL00062,CUST00158,AG005,2025-02-15 18:00:00,Chat,Technical Support,16,Resolved,1
CALL00063,CUST00040,AG004,2025-02-16 12:00:00,Chat,Technical Support,6,No Response,3
CALL00064,CUST00242,AG002,2025-02-17 06:00:00,Chat,Product Query,17,Resolved,4
CALL00065,CUST00040,AG003,2025-02-18 00:00:00,Phone,Cancellation,6,Follow-up Required,1
CALL00066,CUST00453,AG003,2025-02-18 18:00:00,Email,Technical Support,22,Escalated,4
CALL00067,CUST00358,AG005,2025-02-19 12:00:00,Email,Technical Support,18,Follow-up Required,5
CALL00068,CUST00190,AG004,2025-02-20 06:00:00,Chat,Product Query,32,Escalated,4
CALL00069,CUST00234,AG005,2025-02-21 00:00:00,Email,Complaint,28,Resolved,3
CALL00070,CUST00015,AG004,2025-02-21 18:00:00,Chat,Billing,42,Follow-up Required,3
CALL00071,CUST00124,AG003,2025-02-22 12:00:00,Phone,Product Query,10,No Response,2
CALL00072,CUST00228,AG003,2025-02-23 06:00:00,Email,Billing,41,Escalated,4
CALL00073,CUST00387,AG003,2025-02-24 00:00:00,Phone,Product Query,22,Escalated,5
CALL00074,CUST00280,AG003,2025-02-24 18:00:00,Phone,Product Query,28,Resolved,3
CALL00075,CUST00425,AG001,2025-02-25 12:00:00,Email,Complaint,15,Escalated,2
CALL00076,CUST00447,AG003,2025-02-26 06:00:00,Chat,Technical Support,43,Escalated,5
CALL00077,CUST00048,AG003,2025-02-27 00:00:00,Email,Cancellation,29,Escalated,5
CALL00078,CUST00189,AG004,2025-02-27 18:00:00,Phone,Product Query,7,Resolved,5
CALL00079,CUST00304,AG003,2025-02-28 12:00:00,Chat,Complaint,50,Follow-up Required,1
CALL00080,CUST00047,AG003,2025-03-01 06:00:00,Phone,Billing,34,Resolved,3
CALL00081,CUST00184,AG004,2025-03-02 00:00:00,Chat,Technical Support,32,No Response,1
CALL00082,CUST00105,AG003,2025-03-02 18:00:00,Email,Product Query,2,Escalated,1
CALL00083,CUST00369,AG003,2025-03-03 12:00:00,Phone,Billing,26,Escalated,3
CALL00084,CUST00460,AG005,2025-03-04 06:00:00,Chat,Product Query,45,Follow-up Required,4
CALL00085,CUST00247,AG001,2025-03-05 00:00:00,Chat,Cancellation,11,Escalated,2
CALL00086,CUST00264,AG004,2025-03-05 18:00:00,Email,Cancellation,25,Follow-up Required,3
CALL00087,CUST00206,AG005,2025-03-06 12:00:00,Chat,Technical Support,19,Escalated,2
CALL00088,CUST00018,AG002,2025-03-07 06:00:00,Chat,Billing,20,Escalated,4
CALL00089,CUST00364,AG002,2025-03-08 00:00:00,Phone,Cancellation,33,Resolved,3
CALL00090,CUST00251,AG001,2025-03-08 18:00:00,Email,Complaint,17,Resolved,5
CALL00091,CUST00238,AG002,2025-03-09 12:00:00,Email,Technical Support,52,No Response,3
CALL00092,CUST00340,AG001,2025-03-10 06:00:00,Phone,Product Query,30,Follow-up Required,4
CALL00093,CUST00407,AG002,2025-03-11 00:00:00,Phone,Billing,18,No Response,1
CALL00094,CUST00453,AG002,2025-03-11 18:00:00,Phone,Billing,32,Resolved,3
CALL00095,CUST00321,AG005,2025-03-12 12:00:00,Chat,Complaint,40,Follow-up Required,5
CALL00096,CUST00365,AG002,2025-03-13 06:00:00,Email,Cancellation,45,Resolved,3
CALL00097,CUST00302,AG001,2025-03-14 00:00:00,Email,Billing,4,Follow-up Required,1
CALL00098,CUST00066,AG003,2025-03-14 18:00:00,Email,Complaint,32,Escalated,3
CALL00099,CUST00336,AG003,2025-03-15 12:00:00,Chat,Complaint,19,No Response,5
CALL00100,CUST00453,AG003,2025-03-16 06:00:00,Email,Product Query,3,No Response,4
CALL00101,CUST00150,AG001,2025-03-17 00:00:00,Email,Complaint,38,Follow-up Required,5
CALL00102,CUST00193,AG001,2025-03-17 18:00:00,Email,Technical Support,28,No Response,4
CALL00103,CUST00396,AG003,2025-03-18 12:00:00,Email,Billing,38,Resolved,5
CALL00104,CUST00147,AG002,2025-03-19 06:00:00,Phone,Technical Support,54,No Response,2
CALL00105,CUST00406,AG003,2025-03-20 00:00:00,Chat,Complaint,6,Follow-up Required,3
CALL00106,CUST00183,AG004,2025-03-20 18:00:00,Email,Complaint,56,No Response,3
CALL00107,CUST00106,AG001,2025-03-21 12:00:00,Email,Technical Support,40,No Response,1
CALL00108,CUST00236,AG004,2025-03-22 06:00:00,Email,Product Query,57,Resolved,2
CALL00109,CUST00126,AG004,2025-03-23 00:00:00,Email,Complaint,17,Escalated,1
CALL00110,CUST00446,AG001,2025-03-23 18:00:00,Email,Technical Support,42,Resolved,3
CALL00111,CUST00179,AG003,2025-03-24 12:00:00,Phone,Technical Support,56,No Response,1
CALL00112,CUST00432,AG005,2025-03-25 06:00:00,Phone,Billing,5,No Response,4
CALL00113,CUST00401,AG004,2025-03-26 00:00:00,Chat,Product Query,19,Escalated,2
CALL00114,CUST00013,AG003,2025-03-26 18:00:00,Chat,Cancellation,43,Escalated,5
CALL00115,CUST00231,AG005,2025-03-27 12:00:00,Email,Technical Support,42,Resolved,4
CALL00116,CUST00028,AG004,2025-03-28 06:00:00,Email,Billing,35,Escalated,5
CALL00117,CUST00379,AG003,2025-03-29 00:00:00,Phone,Cancellation,22,Resolved,1
CALL00118,CUST00323,AG004,2025-03-29 18:00:00,Chat,Billing,24,Follow-up Required,3
CALL00119,CUST00261,AG003,2025-03-30 12:00:00,Email,Billing,10,No Response,4
CALL00120,CUST00100,AG002,2025-03-31 06:00:00,Email,Product Query,2,Escalated,2
CALL00121,CUST00188,AG002,2025-04-01 00:00:00,Email,Complaint,28,Follow-up Required,5
CALL00122,CUST00399,AG001,2025-04-01 18:00:00,Chat,Product Query,41,Follow-up Required,4
CALL00123,CUST00337,AG005,2025-04-02 12:00:00,Phone,Cancellation,37,Resolved,3
CALL00124,CUST00300,AG004,2025-04-03 06:00:00,Phone,Product Query,53,Resolved,2
CALL00125,CUST00119,AG004,2025-04-04 00:00:00,Email,Complaint,17,Escalated,2
CALL00126,CUST00046,AG003,2025-04-04 18:00:00,Email,Product Query,6,Resolved,5
CALL00127,CUST00413,AG005,2025-04-05 12:00:00,Email,Product Query,43,Follow-up Required,4
CALL00128,CUST00068,AG004,2025-04-06 06:00:00,Email,Product Query,59,Follow-up Required,4
CALL00129,CUST00384,AG005,2025-04-07 00:00:00,Email,Technical Support,5,No Response,2
CALL00130,CUST00480,AG005,2025-04-07 18:00:00,Chat,Technical Support,39,Follow-up Required,1
CALL00131,CUST00305,AG002,2025-04-08 12:00:00,Phone,Product Query,7,Escalated,2
CALL00132,CUST00171,AG004,2025-04-09 06:00:00,Chat,Complaint,32,No Response,3
CALL00133,CUST00358,AG004,2025-04-10 00:00:00,Chat,Complaint,4,Resolved,4
CALL00134,CUST00196,AG001,2025-04-10 18:00:00,Email,Complaint,21,No Response,5
CALL00135,CUST00333,AG005,2025-04-11 12:00:00,Chat,Complaint,42,Follow-up Required,4
CALL00136,CUST00020,AG003,2025-04-12 06:00:00,Phone,Billing,32,Escalated,2
CALL00137,CUST00111,AG002,2025-04-13 00:00:00,Email,Product Query,56,Resolved,3
CALL00138,CUST00146,AG001,2025-04-13 18:00:00,Phone,Product Query,18,Resolved,1
CALL00139,CUST00192,AG002,2025-04-14 12:00:00,Chat,Billing,33,Follow-up Required,4
CALL00140,CUST00433,AG003,2025-04-15 06:00:00,Email,Complaint,14,Escalated,2
CALL00141,CUST00371,AG001,2025-04-16 00:00:00,Phone,Cancellation,6,Follow-up Required,2
CALL00142,CUST00426,AG002,2025-04-16 18:00:00,Phone,Cancellation,11,Follow-up Required,2
CALL00143,CUST00229,AG003,2025-04-17 12:00:00,Email,Billing,46,Escalated,3
CALL00144,CUST00012,AG001,2025-04-18 06:00:00,Phone,Cancellation,20,Follow-up Required,2
CALL00145,CUST00217,AG003,2025-04-19 00:00:00,Email,Technical Support,29,Escalated,2
CALL00146,CUST00478,AG001,2025-04-19 18:00:00,Email,Product Query,58,Escalated,2
CALL00147,CUST00079,AG004,2025-04-20 12:00:00,Chat,Cancellation,35,Follow-up Required,4
CALL00148,CUST00375,AG004,2025-04-21 06:00:00,Phone,Technical Support,16,Follow-up Required,2
CALL00149,CUST00036,AG002,2025-04-22 00:00:00,Email,Product Query,48,No Response,3
CALL00150,CUST00264,AG005,2025-04-22 18:00:00,Chat,Technical Support,7,Resolved,4
CALL00151,CUST00028,AG005,2025-04-23 12:00:00,Chat,Product Query,40,Resolved,2
CALL00152,CUST00372,AG003,2025-04-24 06:00:00,Email,Product Query,59,Escalated,1
CALL00153,CUST00086,AG001,2025-04-25 00:00:00,Email,Cancellation,36,No Response,3
CALL00154,CUST00188,AG004,2025-04-25 18:00:00,Phone,Billing,44,Escalated,1
CALL00155,CUST00305,AG005,2025-04-26 12:00:00,Phone,Cancellation,44,No Response,3
CALL00156,CUST00254,AG004,2025-04-27 06:00:00,Phone,Complaint,31,Escalated,1
CALL00157,CUST00422,AG003,2025-04-28 00:00:00,Email,Technical Support,42,Resolved,2
CALL00158,CUST00080,AG003,2025-04-28 18:00:00,Chat,Complaint,44,No Response,1
CALL00159,CUST00186,AG001,2025-04-29 12:00:00,Chat,Product Query,43,Follow-up Required,1
CALL00160,CUST00005,AG005,2025-04-30 06:00:00,Email,Cancellation,43,Follow-up Required,3
CALL00161,CUST00046,AG003,2025-05-01 00:00:00,Phone,Complaint,47,Resolved,2
CALL00162,CUST00354,AG003,2025-05-01 18:00:00,Chat,Complaint,6,No Response,3
CALL00163,CUST00497,AG004,2025-05-02 12:00:00,Chat,Complaint,29,Follow-up Required,2
CALL00164,CUST00102,AG002,2025-05-03 06:00:00,Phone,Product Query,27,Follow-up Required,5
CALL00165,CUST00459,AG005,2025-05-04 00:00:00,Chat,Product Query,43,Follow-up Required,4
CALL00166,CUST00002,AG001,2025-05-04 18:00:00,Phone,Product Query,2,Resolved,4
CALL00167,CUST00217,AG001,2025-05-05 12:00:00,Chat,Complaint,56,Escalated,3
CALL00168,CUST00025,AG004,2025-05-06 06:00:00,Chat,Technical Support,22,Follow-up Required,2
CALL00169,CUST00257,AG001,2025-05-07 00:00:00,Chat,Cancellation,59,Follow-up Required,1
CALL00170,CUST00223,AG003,2025-05-07 18:00:00,Phone,Cancellation,9,Escalated,4
CALL00171,CUST00453,AG005,2025-05-08 12:00:00,Chat,Product Query,11,Follow-up Required,3
CALL00172,CUST00424,AG001,2025-05-09 06:00:00,Chat,Complaint,16,No Response,3
CALL00173,CUST00324,AG005,2025-05-10 00:00:00,Chat,Technical Support,45,Follow-up Required,3
CALL00174,CUST00499,AG001,2025-05-10 18:00:00,Email,Billing,13,Escalated,2
CALL00175,CUST00069,AG002,2025-05-11 12:00:00,Chat,Product Query,54,Resolved,3
CALL00176,CUST00197,AG002,2025-05-12 06:00:00,Chat,Billing,54,Resolved,5
CALL00177,CUST00272,AG005,2025-05-13 00:00:00,Phone,Cancellation,18,No Response,1
CALL00178,CUST00182,AG002,2025-05-13 18:00:00,Phone,Cancellation,53,Follow-up Required,3
CALL00179,CUST00447,AG002,2025-05-14 12:00:00,Email,Technical Support,25,Follow-up Required,2
CALL00180,CUST00018,AG003,2025-05-15 06:00:00,Phone,Technical Support,33,Escalated,1
CALL00181,CUST00107,AG001,2025-05-16 00:00:00,Phone,Billing,52,Escalated,1
CALL00182,CUST00017,AG002,2025-05-16 18:00:00,Phone,Cancellation,10,No Response,4
CALL00183,CUST00125,AG005,2025-05-17 12:00:00,Email,Technical Support,58,No Response,3
CALL00184,CUST00483,AG003,2025-05-18 06:00:00,Email,Technical Support,30,Follow-up Required,3
CALL00185,CUST00082,AG002,2025-05-19 00:00:00,Chat,Cancellation,51,Follow-up Required,2
CALL00186,CUST00004,AG005,2025-05-19 18:00:00,Chat,Cancellation,49,No Response,5
CALL00187,CUST00115,AG001,2025-05-20 12:00:00,Phone,Complaint,1,Resolved,5
CALL00188,CUST00351,AG002,2025-05-21 06:00:00,Chat,Technical Support,33,Resolved,4
CALL00189,CUST00351,AG005,2025-05-22 00:00:00,Chat,Billing,49,Resolved,5
CALL00190,CUST00137,AG005,2025-05-22 18:00:00,Email,Product Query,15,Resolved,2
CALL00191,CUST00287,AG004,2025-05-23 12:00:00,Email,Product Query,29,No Response,4
CALL00192,CUST00389,AG005,2025-05-24 06:00:00,Chat,Cancellation,2,Escalated,3
CALL00193,CUST00228,AG004,2025-05-25 00:00:00,Chat,Billing,11,Resolved,5
CALL00194,CUST00016,AG001,2025-05-25 18:00:00,Chat,Complaint,53,No Response,2
CALL00195,CUST00298,AG001,2025-05-26 12:00:00,Phone,Technical Support,34,Resolved,2
CALL00196,CUST00425,AG003,2025-05-27 06:00:00,Email,Complaint,52,Follow-up Required,3
CALL00197,CUST00464,AG004,2025-05-28 00:00:00,Chat,Billing,41,Resolved,2
CALL00198,CUST00212,AG005,2025-05-28 18:00:00,Chat,Complaint,19,No Response,4
CALL00199,CUST00246,AG003,2025-05-29 12:00:00,Phone,Cancellation,2,Follow-up Required,4
CALL00200,CUST00286,AG003,2025-05-30 06:00:00,Email,Product Query,48,Follow-up Required,1
CALL00201,CUST00282,AG001,2025-05-31 00:00:00,Phone,Cancellation,20,Resolved,3
CALL00202,CUST00177,AG005,2025-05-31 18:00:00,Phone,Technical Support,41,Resolved,2
CALL00203,CUST00031,AG004,2025-06-01 12:00:00,Chat,Cancellation,52,Follow-up Required,5
CALL00204,CUST00050,AG001,2025-06-02 06:00:00,Phone,Billing,31,Escalated,4
CALL00205,CUST00143,AG003,2025-06-03 00:00:00,Phone,Billing,53,No Response,3
CALL00206,CUST00052,AG002,2025-06-03 18:00:00,Chat,Technical Support,4,No Response,3
CALL00207,CUST00233,AG003,2025-06-04 12:00:00,Email,Technical Support,29,No Response,4
CALL00208,CUST00166,AG002,2025-06-05 06:00:00,Chat,Product Query,56,No Response,1
CALL00209,CUST00038,AG001,2025-06-06 00:00:00,Email,Complaint,30,No Response,3
CALL00210,CUST00491,AG004,2025-06-06 18:00:00,Phone,Product Query,13,Follow-up Required,2
CALL00211,CUST00444,AG005,2025-06-07 12:00:00,Phone,Cancellation,15,No Response,5
CALL00212,CUST00020,AG002,2025-06-08 06:00:00,Chat,Complaint,20,Escalated,5
CALL00213,CUST00099,AG005,2025-06-09 00:00:00,Chat,Technical Support,34,Escalated,4
CALL00214,CUST00215,AG001,2025-06-09 18:00:00,Chat,Billing,28,Resolved,3
CALL00215,CUST00044,AG001,2025-06-10 12:00:00,Phone,Cancellation,20,Resolved,5
CALL00216,CUST00111,AG001,2025-06-11 06:00:00,Phone,Product Query,50,Resolved,3
CALL00217,CUST00487,AG004,2025-06-12 00:00:00,Email,Technical Support,25,Resolved,4
CALL00218,CUST00089,AG002,2025-06-12 18:00:00,Chat,Complaint,27,Follow-up Required,1
CALL00219,CUST00319,AG005,2025-06-13 12:00:00,Phone,Complaint,30,Escalated,5
CALL00220,CUST00118,AG003,2025-06-14 06:00:00,Email,Billing,56,Follow-up Required,2
CALL00221,CUST00434,AG001,2025-06-15 00:00:00,Chat,Technical Support,41,Escalated,4
CALL00222,CUST00406,AG005,2025-06-15 18:00:00,Chat,Technical Support,20,Follow-up Required,1
CALL00223,CUST00239,AG005,2025-06-16 12:00:00,Email,Cancellation,1,Escalated,2
CALL00224,CUST00072,AG004,2025-06-17 06:00:00,Email,Cancellation,35,Resolved,2
CALL00225,CUST00310,AG002,2025-06-18 00:00:00,Email,Complaint,55,Escalated,5
CALL00226,CUST00393,AG004,2025-06-18 18:00:00,Phone,Product Query,49,Resolved,3
CALL00227,CUST00399,AG004,2025-06-19 12:00:00,Chat,Complaint,43,Escalated,4
CALL00228,CUST00304,AG005,2025-06-20 06:00:00,Chat,Cancellation,24,Follow-up Required,2
CALL00229,CUST00404,AG002,2025-06-21 00:00:00,Email,Cancellation,25,No Response,5
CALL00230,CUST00163,AG002,2025-06-21 18:00:00,Phone,Cancellation,40,Escalated,1
CALL00231,CUST00251,AG002,2025-06-22 12:00:00,Email,Complaint,53,Follow-up Required,2
CALL00232,CUST00357,AG001,2025-06-23 06:00:00,Phone,Technical Support,12,No Response,1
CALL00233,CUST00195,AG002,2025-06-24 00:00:00,Chat,Product Query,11,Follow-up Required,4
CALL00234,CUST00060,AG005,2025-06-24 18:00:00,Chat,Product Query,30,No Response,5
CALL00235,CUST00098,AG001,2025-06-25 12:00:00,Phone,Cancellation,13,Resolved,1
CALL00236,CUST00418,AG003,2025-06-26 06:00:00,Chat,Billing,47,Escalated,3
CALL00237,CUST00356,AG004,2025-06-27 00:00:00,Chat,Complaint,25,Follow-up Required,1
CALL00238,CUST00355,AG002,2025-06-27 18:00:00,Email,Technical Support,52,Escalated,1
CALL00239,CUST00073,AG003,2025-06-28 12:00:00,Phone,Cancellation,25,Resolved,5
CALL00240,CUST00222,AG002,2025-06-29 06:00:00,Chat,Billing,17,Resolved,5
CALL00241,CUST00119,AG004,2025-06-30 00:00:00,Chat,Cancellation,12,Escalated,2
CALL00242,CUST00182,AG005,2025-06-30 18:00:00,Phone,Billing,59,Follow-up Required,1
CALL00243,CUST00384,AG005,2025-07-01 12:00:00,Chat,Product Query,51,Follow-up Required,1
CALL00244,CUST00218,AG004,2025-07-02 06:00:00,Phone,Billing,52,Follow-up Required,5
CALL00245,CUST00256,AG003,2025-07-03 00:00:00,Phone,Product Query,11,Escalated,3
CALL00246,CUST00396,AG001,2025-07-03 18:00:00,Email,Product Query,10,Follow-up Required,5
CALL00247,CUST00088,AG001,2025-07-04 12:00:00,Phone,Complaint,17,Follow-up Required,3
CALL00248,CUST00361,AG002,2025-07-05 06:00:00,Email,Billing,54,No Response,5
CALL00249,CUST00275,AG004,2025-07-06 00:00:00,Chat,Technical Support,45,Follow-up Required,4
CALL00250,CUST00492,AG004,2025-07-06 18:00:00,Phone,Technical Support,16,Resolved,1
CALL00251,CUST00336,AG001,2025-07-07 12:00:00,Email,Billing,52,Follow-up Required,3
CALL00252,CUST00026,AG003,2025-07-08 06:00:00,Phone,Complaint,20,Escalated,4
CALL00253,CUST00407,AG004,2025-07-09 00:00:00,Chat,Technical Support,49,Escalated,3
CALL00254,CUST00121,AG005,2025-07-09 18:00:00,Email,Cancellation,5,Follow-up Required,2
CALL00255,CUST00289,AG005,2025-07-10 12:00:00,Email,Technical Support,41,Escalated,2
CALL00256,CUST00362,AG004,2025-07-11 06:00:00,Email,Complaint,54,Escalated,1
CALL00257,CUST00441,AG003,2025-07-12 00:00:00,Chat,Product Query,56,Follow-up Required,4
CALL00258,CUST00030,AG005,2025-07-12 18:00:00,Email,Product Query,32,No Response,4
CALL00259,CUST00407,AG003,2025-07-13 12:00:00,Chat,Product Query,27,No Response,2
CALL00260,CUST00202,AG001,2025-07-14 06:00:00,Chat,Complaint,4,No Response,1
CALL00261,CUST00382,AG002,2025-07-15 00:00:00,Phone,Product Query,41,No Response,2
CALL00262,CUST00036,AG001,2025-07-15 18:00:00,Chat,Product Query,48,Resolved,4
CALL00263,CUST00125,AG002,2025-07-16 12:00:00,Email,Complaint,7,Follow-up Required,3
CALL00264,CUST00223,AG005,2025-07-17 06:00:00,Email,Cancellation,46,Escalated,4
CALL00265,CUST00235,AG002,2025-07-18 00:00:00,Chat,Technical Support,14,Escalated,1
CALL00266,CUST00124,AG002,2025-07-18 18:00:00,Chat,Complaint,39,Follow-up Required,4
CALL00267,CUST00470,AG004,2025-07-19 12:00:00,Phone,Complaint,24,Escalated,5
CALL00268,CUST00171,AG002,2025-07-20 06:00:00,Phone,Billing,48,Resolved,4
CALL00269,CUST00491,AG004,2025-07-21 00:00:00,Email,Product Query,18,No Response,5
CALL00270,CUST00486,AG002,2025-07-21 18:00:00,Chat,Cancellation,38,Follow-up Required,2
CALL00271,CUST00495,AG004,2025-07-22 12:00:00,Email,Billing,39,Escalated,5
CALL00272,CUST00450,AG005,2025-07-23 06:00:00,Chat,Cancellation,51,Resolved,4
CALL00273,CUST00181,AG005,2025-07-24 00:00:00,Email,Product Query,40,Escalated,4
CALL00274,CUST00215,AG002,2025-07-24 18:00:00,Email,Product Query,1,Resolved,4
CALL00275,CUST00118,AG003,2025-07-25 12:00:00,Email,Product Query,17,Escalated,1
CALL00276,CUST00227,AG005,2025-07-26 06:00:00,Chat,Technical Support,26,No Response,2
CALL00277,CUST00379,AG001,2025-07-27 00:00:00,Phone,Cancellation,51,Follow-up Required,5
CALL00278,CUST00444,AG001,2025-07-27 18:00:00,Phone,Cancellation,22,No Response,3
CALL00279,CUST00037,AG004,2025-07-28 12:00:00,Chat,Billing,39,No Response,5
CALL00280,CUST00317,AG003,2025-07-29 06:00:00,Phone,Complaint,18,Escalated,4
CALL00281,CUST00096,AG004,2025-07-30 00:00:00,Email,Product Query,38,No Response,3
CALL00282,CUST00120,AG002,2025-07-30 18:00:00,Chat,Product Query,28,Follow-up Required,3
CALL00283,CUST00491,AG005,2025-07-31 12:00:00,Chat,Billing,21,Resolved,5
CALL00284,CUST00437,AG003,2025-08-01 06:00:00,Phone,Cancellation,38,Resolved,5
CALL00285,CUST00012,AG004,2025-08-02 00:00:00,Phone,Technical Support,33,Escalated,5
CALL00286,CUST00122,AG004,2025-08-02 18:00:00,Email,Cancellation,30,Follow-up Required,5
CALL00287,CUST00035,AG001,2025-08-03 12:00:00,Chat,Technical Support,42,Follow-up Required,2
CALL00288,CUST00489,AG002,2025-08-04 06:00:00,Phone,Technical Support,55,Resolved,1
CALL00289,CUST00251,AG004,2025-08-05 00:00:00,Chat,Cancellation,8,Resolved,1
CALL00290,CUST00067,AG001,2025-08-05 18:00:00,Email,Product Query,30,No Response,5
CALL00291,CUST00482,AG003,2025-08-06 12:00:00,Email,Technical Support,39,Escalated,1
CALL00292,CUST00038,AG004,2025-08-07 06:00:00,Email,Billing,9,Resolved,5
