lead_id,customer_id,lead_source,lead_date,lead_status,lead_score,sales_agent
LEAD00050,CUST00104,Referral,2025-05-26,Lost,88,Agent A
LEAD00051,CUST00059,Referral,2025-06-05,Contacted,49,Agent E
LEAD00052,CUST00313,Event,2026-02-17,New,95,Agent C
LEAD00053,CUST00040,Email,2025-01-16,Contacted,87,Agent D
LEAD00054,CUST00237,Event,2025-12-21,New,48,Agent D
LEAD00055,CUST00443,Website,2025-02-16,Qualified,92,Agent C
LEAD00056,CUST00386,Advertisement,2025-09-08,Converted,87,Agent A
LEAD00057,CUST00094,Website,2025-07-06,Contacted,70,Agent B
LEAD00058,CUST00222,Referral,2025-01-31,Lost,43,Agent A
LEAD00059,CUST00204,Advertisement,2025-09-17,Qualified,33,Agent C
LEAD00060,CUST00138,Event,2026-02-25,New,88,Agent C
LEAD00061,CUST00300,Website,2025-01-17,Contacted,37,Agent B
LEAD00062,CUST00395,Social Media,2025-02-08,New,61,Agent E
LEAD00063,CUST00207,Email,2025-10-31,New,76,Agent E
LEAD00064,CUST00336,Email,2026-03-06,New,31,Agent B
LEAD00065,CUST00081,Social Media,2026-04-19,Converted,36,Agent E
LEAD00066,CUST00218,Referral,2026-03-08,Converted,49,Agent D
LEAD00067,CUST00002,Advertisement,2025-02-08,Lost,94,Agent E
LEAD00068,CUST00178,Email,2026-05-04,Contacted,42,Agent E
LEAD00069,CUST00396,Social Media,2025-05-12,Qualified,100,Agent E
LEAD00070,CUST00371,Event,2025-01-30,Qualified,20,Agent D
LEAD00071,CUST00346,Social Media,2025-06-07,Qualified,98,Agent E
LEAD00072,CUST00279,Referral,2025-10-05,New,51,Agent D
LEAD00073,CUST00146,Referral,2025-07-22,Converted,28,Agent B
LEAD00074,CUST00318,Website,2025-03-07,Contacted,34,Agent A
LEAD00075,CUST00224,Email,2025-04-18,New,47,Agent B
LEAD00076,CUST00369,Website,2025-09-25,Converted,43,Agent A
LEAD00077,CUST00384,Social Media,2025-08-10,Converted,79,Agent B
LEAD00078,CUST00062,Advertisement,2025-10-19,Contacted,54,Agent A
LEAD00079,CUST00294,Advertisement,2025-01-18,Contacted,46,Agent A
LEAD00080,CUST00239,Referral,2025-03-31,Contacted,95,Agent C
LEAD00081,CUST00195,Advertisement,2025-06-30,New,39,Agent A
LEAD00082,CUST00166,Advertisement,2025-09-12,Lost,84,Agent A
LEAD00083,CUST00451,Advertisement,2026-03-31,Contacted,68,Agent C
LEAD00084,CUST00222,Social Media,2025-09-10,Lost,20,Agent E
LEAD00085,CUST00061,Advertisement,2025-09-14,New,29,Agent E
LEAD00086,CUST00129,Event,2026-01-18,Lost,66,Agent C
LEAD00087,CUST00478,Advertisement,2026-03-18,Qualified,78,Agent D
LEAD00088,CUST00173,Advertisement,2025-12-12,Lost,81,Agent A
LEAD00089,CUST00480,Website,2025-03-28,Contacted,37,Agent A
LEAD00090,CUST00156,Social Media,2025-03-31,New,65,Agent C
LEAD00091,CUST00405,Referral,2025-08-25,Contacted,51,Agent C
LEAD00092,CUST00378,Website,2026-01-25,Qualified,46,Agent D
LEAD00093,CUST00110,Email,2025-03-11,Contacted,37,Agent E
LEAD00094,CUST00269,Social Media,2025-02-13,Contacted,58,Agent B
LEAD00095,CUST00411,Event,2025-07-19,Contacted,68,Agent E
LEAD00096,CUST00356,Social Media,2025-06-01,Converted,63,Agent A
LEAD00097,CUST00391,Email,2025-03-27,Qualified,91,Agent C
LEAD00098,CUST00278,Email,2025-01-19,Contacted,73,Agent D
LEAD00099,CUST00074,Email,2025-04-11,Contacted,53,Agent E
LEAD00100,CUST00487,Referral,2026-02-06,Contacted,90,Agent D
LEAD00101,CUST00437,Advertisement,2025-04-05,New,55,Agent E
LEAD00102,CUST00463,Social Media,2025-09-11,Converted,37,Agent A
LEAD00103,CUST00207,Advertisement,2025-12-23,New,57,Agent B
LEAD00104,CUST00388,Advertisement,2025-01-30,Converted,78,Agent D
LEAD00105,CUST00480,Event,2025-09-06,Contacted,28,Agent D
LEAD00106,CUST00279,Email,2026-03-02,Qualified,92,Agent B
LEAD00107,CUST00375,Referral,2025-02-02,Lost,91,Agent D
LEAD00108,CUST00326,Event,2026-04-03,Lost,70,Agent D
LEAD00109,CUST00472,Website,2025-08-17,Contacted,54,Agent E
LEAD00110,CUST00340,Referral,2025-01-12,New,24,Agent E
LEAD00111,CUST00357,Advertisement,2025-04-28,Qualified,33,Agent B
LEAD00112,CUST00340,Referral,2025-12-16,Converted,49,Agent A
LEAD00113,CUST00204,Email,2025-06-04,Contacted,23,Agent D
LEAD00114,CUST00161,Website,2026-02-27,Qualified,58,Agent A
LEAD00115,CUST00028,Email,2026-01-28,Qualified,83,Agent B
LEAD00116,CUST00392,Website,2025-09-03,Converted,44,Agent B
LEAD00117,CUST00257,Event,2026-02-09,Qualified,47,Agent E
LEAD00118,CUST00165,Advertisement,2025-11-28,New,95,Agent D
LEAD00119,CUST00063,Website,2025-09-04,New,85,Agent C
LEAD00120,CUST00022,Website,2025-01-29,New,97,Agent B
LEAD00121,CUST00070,Website,2025-06-10,Qualified,41,Agent D
LEAD00122,CUST00381,Referral,2025-08-23,New,50,Agent A
LEAD00123,CUST00405,Event,2025-07-09,Converted,42,Agent E
LEAD00124,CUST00096,Referral,2025-04-27,Qualified,67,Agent A
LEAD00125,CUST00163,Advertisement,2025-09-28,Lost,39,Agent B
LEAD00126,CUST00079,Website,2025-09-15,Qualified,57,Agent B
LEAD00127,CUST00005,Event,2025-06-29,Converted,74,Agent A
LEAD00128,CUST00316,Event,2026-05-02,Lost,87,Agent B
LEAD00129,CUST00120,Social Media,2026-01-08,Qualified,98,Agent D
LEAD00130,CUST00302,Advertisement,2025-06-21,New,20,Agent B
LEAD00131,CUST00178,Event,2026-03-14,Contacted,26,Agent E
LEAD00132,CUST00176,Website,2025-10-01,Contacted,76,Agent D
LEAD00133,CUST00390,Website,2025-09-16,New,31,Agent C
LEAD00134,CUST00217,Event,2025-05-15,Contacted,24,Agent B
LEAD00135,CUST00056,Referral,2025-06-20,Contacted,69,Agent B
LEAD00136,CUST00366,Advertisement,2025-07-29,New,61,Agent E
LEAD00137,CUST00187,Website,2025-08-24,New,31,Agent E
LEAD00138,CUST00232,Event,2026-02-26,Qualified,37,Agent A
LEAD00139,CUST00255,Website,2026-02-25,Qualified,85,Agent A
LEAD00140,CUST00413,Event,2025-07-05,New,93,Agent A
LEAD00141,CUST00455,Advertisement,2026-02-21,Converted,98,Agent E
LEAD00142,CUST00104,Event,2025-12-30,Contacted,36,Agent A
LEAD00143,CUST00077,Social Media,2026-03-19,Qualified,87,Agent A
LEAD00144,CUST00230,Event,2025-04-05,Contacted,90,Agent C
LEAD00145,CUST00402,Event,2026-01-13,Lost,81,Agent A
LEAD00146,CUST00258,Advertisement,2025-01-11,New,60,Agent B
LEAD00147,CUST00264,Event,2025-03-09,Converted,53,Agent E
LEAD00148,CUST00331,Advertisement,2026-01-14,Lost,89,Agent D
LEAD00149,CUST00481,Social Media,2025-07-29,Lost,64,Agent C
LEAD00150,CUST00182,Advertisement,2025-07-15,Lost,77,Agent E
LEAD00151,CUST00381,Website,2026-01-04,New,70,Agent E
LEAD00152,CUST00256,Advertisement,2025-04-08,Qualified,53,Agent B
LEAD00153,CUST00038,Social Media,2025-04-03,New,63,Agent A
LEAD00154,CUST00176,Email,2026-04-17,Qualified,34,Agent B
LEAD00155,CUST00027,Event,2025-01-22,Lost,97,Agent A
LEAD00156,CUST00276,Advertisement,2026-03-26,Lost,89,Agent A
LEAD00157,CUST00140,Event,2025-06-21,Converted,69,Agent E
LEAD00158,CUST00299,Referral,2026-01-18,Qualified,51,Agent A
LEAD00159,CUST00445,Website,2025-05-14,Lost,86,Agent C
LEAD00160,CUST00287,Website,2026-03-02,Contacted,22,Agent C
LEAD00161,CUST00091,Referral,2025-01-25,Converted,93,Agent C
LEAD00162,CUST00480,Referral,2025-07-04,New,70,Agent E
LEAD00163,CUST00061,Advertisement,2025-03-26,Converted,86,Agent B
LEAD00164,CUST00458,Referral,2025-02-24,Contacted,95,Agent D
LEAD00165,CUST00451,Email,2025-09-08,Qualified,67,Agent A
LEAD00166,CUST00365,Event,2025-05-24,New,36,Agent D
LEAD00167,CUST00347,Event,2025-12-17,New,26,Agent B
LEAD00168,CUST00163,Social Media,2026-02-02,Qualified,32,Agent B
LEAD00169,CUST00351,Referral,2025-06-16,Converted,85,Agent E
LEAD00170,CUST00143,Referral,2026-02-16,Lost,23,Agent C
LEAD00171,CUST00400,Email,2025-08-12,Converted,29,Agent C
LEAD00172,CUST00253,Website,2025-08-08,Contacted,36,Agent B
LEAD00173,CUST00269,Website,2025-06-28,Lost,71,Agent E
LEAD00174,CUST00369,Event,2025-04-29,Converted,25,Agent E
LEAD00175,CUST00291,Event,2026-03-09,Qualified,88,Agent A
LEAD00176,CUST00500,Advertisement,2025-09-22,Contacted,93,Agent C
LEAD00177,CUST00459,Email,2026-03-18,Contacted,28,Agent B
LEAD00178,CUST00187,Social Media,2026-03-05,Contacted,96,Agent D
LEAD00179,CUST00405,Social Media,2025-05-30,Lost,40,Agent C
LEAD00180,CUST00499,Email,2026-02-20,New,43,Agent A
LEAD00181,CUST00438,Social Media,2026-03-29,Lost,23,Agent E
LEAD00182,CUST00459,Website,2025-08-03,Converted,43,Agent B
LEAD00183,CUST00414,Social Media,2025-07-16,New,78,Agent C
LEAD00184,CUST00304,Social Media,2025-02-11,Converted,22,Agent D
LEAD00185,CUST00291,Email,2025-02-22,New,87,Agent A
LEAD00186,CUST00086,Email,2026-04-25,Lost,59,Agent A
LEAD00187,CUST00166,Social Media,2026-03-19,Contacted,67,Agent C
LEAD00188,CUST00415,Referral,2025-11-26,Qualified,73,Agent D
LEAD00189,CUST00462,Email,2025-09-08,Contacted,54,Agent A
LEAD00190,CUST00408,Advertisement,2025-10-22,Lost,75,Agent B
LEAD00191,CUST00114,Advertisement,2026-01-13,New,59,Agent A
LEAD00192,CUST00433,Website,2025-09-28,Contacted,96,Agent D
LEAD00193,CUST00480,Social Media,2026-03-31,Lost,87,Agent E
LEAD00194,CUST00356,Referral,2026-02-17,Converted,65,Agent E
LEAD00195,CUST00416,Website,2025-05-03,Qualified,97,Agent C
LEAD00196,CUST00183,Social Media,2026-01-02,Contacted,32,Agent D
LEAD00197,CUST00207,Email,2026-01-22,New,46,Agent A
LEAD00198,CUST00256,Advertisement,2025-12-05,Converted,25,Agent A
LEAD00199,CUST00235,Event,2025-09-23,Lost,36,Agent E
LEAD00200,CUST00442,Referral,2025-12-14,Qualified,55,Agent E
LEAD00201,CUST00355,Event,2025-01-29,New,100,Agent B
LEAD00202,CUST00003,Advertisement,2026-04-08,Lost,21,Agent E
LEAD00203,CUST00208,Event,2025-02-04,Lost,96,Agent B
LEAD00204,CUST00197,Email,2025-01-06,Contacted,71,Agent A
LEAD00205,CUST00341,Social Media,2026-01-31,Contacted,85,Agent B
LEAD00206,CUST00125,Email,2025-04-21,New,71,Agent B
LEAD00207,CUST00138,Event,2025-10-21,Lost,62,Agent C
LEAD00208,CUST00339,Email,2025-03-18,Contacted,41,Agent E
LEAD00209,CUST00025,Advertisement,2025-12-15,Qualified,74,Agent B
LEAD00210,CUST00068,Referral,2025-05-27,Qualified,86,Agent A
LEAD00211,CUST00061,Email,2025-03-08,Lost,79,Agent D
LEAD00212,CUST00029,Advertisement,2026-01-27,Contacted,77,Agent B
LEAD00213,CUST00383,Referral,2025-01-08,New,31,Agent E
LEAD00214,CUST00019,Social Media,2025-05-02,New,88,Agent C
LEAD00215,CUST00171,Event,2025-12-06,New,58,Agent A
LEAD00216,CUST00450,Social Media,2025-06-24,Qualified,32,Agent C
LEAD00217,CUST00074,Website,2026-01-23,Contacted,60,Agent D
LEAD00218,CUST00061,Advertisement,2025-06-28,Contacted,76,Agent B
LEAD00219,CUST00427,Referral,2025-03-26,Qualified,72,Agent B
LEAD00220,CUST00153,Email,2026-03-27,New,31,Agent E
LEAD00221,CUST00276,Social Media,2025-02-14,New,32,Agent B
LEAD00222,CUST00048,Referral,2025-05-16,Lost,93,Agent A
LEAD00223,CUST00211,Advertisement,2025-12-09,Converted,76,Agent D
LEAD00224,CUST00343,Website,2025-01-16,Contacted,59,Agent C
LEAD00225,CUST00408,Social Media,2025-11-29,Contacted,99,Agent D
LEAD00226,CUST00139,Event,2025-07-14,Contacted,64,Agent B
LEAD00227,CUST00110,Referral,2026-05-11,Converted,54,Agent C
LEAD00228,CUST00482,Event,2025-01-09,Lost,22,Agent E
LEAD00229,CUST00183,Referral,2025-11-12,Converted,24,Agent D
LEAD00230,CUST00028,Referral,2025-11-30,New,30,Agent C
LEAD00231,CUST00197,Advertisement,2025-11-29,New,90,Agent C
LEAD00232,CUST00191,Advertisement,2025-11-23,Contacted,75,Agent C
LEAD00233,CUST00315,Advertisement,2025-01-15,Qualified,29,Agent A
LEAD00234,CUST00389,Email,2025-11-23,Contacted,53,Agent D
LEAD00235,CUST00051,Referral,2025-04-12,Qualified,86,Agent C
LEAD00236,CUST00149,Social Media,2025-08-14,Converted,91,Agent D
LEAD00237,CUST00268,Event,2026-03-01,New,50,Agent C
LEAD00238,CUST00050,Advertisement,2025-10-05,Qualified,94,Agent E
LEAD00239,CUST00388,Advertisement,2026-02-12,Converted,90,Agent E
LEAD00240,CUST00246,Event,2025-04-23,New,85,Agent E
LEAD00241,CUST00113,Event,2026-04-30,Qualified,89,Agent B
LEAD00242,CUST00170,Referral,2026-03-04,Contacted,60,Agent C
LEAD00243,CUST00468,Advertisement,2025-01-01,Contacted,82,Agent B
LEAD00244,CUST00166,Event,2025-09-23,Contacted,51,Agent D
LEAD00245,CUST00409,Email,2026-05-06,Converted,39,Agent B
LEAD00246,CUST00014,Email,2025-07-27,Contacted,76,Agent D
LEAD00247,CUST00203,Advertisement,2025-04-20,Lost,69,Agent D
LEAD00248,CUST00288,Event,2025-07-19,New,99,Agent D
LEAD00249,CUST00395,Referral,2026-03-16,Converted,44,Agent B
LEAD00250,CUST00189,Referral,2026-01-04,Contacted,31,Agent C
LEAD00251,CUST00402,Referral,2026-04-18,New,90,Agent B
LEAD00252,CUST00155,Website,2025-11-02,Qualified,58,Agent C
LEAD00253,CUST00055,Advertisement,2025-01-12,Contacted,36,Agent C
LEAD00254,CUST00182,Referral,2025-12-11,New,64,Agent D
LEAD00255,CUST00210,Email,2026-04-10,Lost,30,Agent B
LEAD00256,CUST00376,Event,2025-07-07,Qualified,89,Agent C
LEAD00257,CUST00471,Social Media,2025-06-03,Lost,42,Agent E
LEAD00258,CUST00075,Social Media,2026-05-09,New,89,Agent C
LEAD00259,CUST00277,Referral,2026-01-03,Lost,57,Agent E
LEAD00260,CUST00428,Social Media,2025-11-30,New,21,Agent B
LEAD00261,CUST00133,Social Media,2026-03-01,New,98,Agent B
LEAD00262,CUST00343,Website,2026-02-24,Lost,91,Agent B
LEAD00263,CUST00425,Email,2026-01-12,New,56,Agent C
LEAD00264,CUST00059,Email,2025-10-06,Contacted,68,Agent A
LEAD00265,CUST00345,Website,2025-06-20,New,71,Agent C
LEAD00266,CUST00489,Website,2025-05-14,Converted,52,Agent C
LEAD00267,CUST00182,Social Media,2026-05-10,New,41,Agent D
LEAD00268,CUST00458,Advertisement,2026-03-29,Converted,24,Agent D
LEAD00269,CUST00406,Event,2026-03-03,New,37,Agent C
LEAD00270,CUST00339,Event,2025-01-25,New,57,Agent E
LEAD00271,CUST00321,Social Media,2025-01-18,Lost,56,Agent D
LEAD00272,CUST00064,Event,2025-07-09,Contacted,83,Agent C
LEAD00273,CUST00327,Website,2025-05-21,Contacted,29,Agent A
LEAD00274,CUST00260,Email,2025-02-12,Qualified,98,Agent E
LEAD00275,CUST00193,Event,2025-11-30,Lost,61,Agent B
LEAD00276,CUST00143,Social Media,2025-10-11,Lost,67,Agent C
LEAD00277,CUST00104,Advertisement,2025-05-26,Contacted,63,Agent C
LEAD00278,CUST00460,Social Media,2025-11-11,Lost,35,Agent E
LEAD00279,CUST00406,Referral,2026-03-20,Contacted,73,Agent D
LEAD00280,CUST00214,Social Media,2025-11-15,Lost,54,Agent D
LEAD00281,CUST00242,Website,2026-03-17,New,47,Agent D
LEAD00282,CUST00431,Email,2025-04-02,Contacted,21,Agent B
LEAD00283,CUST00209,Email,2025-06-28,Contacted,32,Agent E
LEAD00284,CUST00093,Event,2025-02-25,Converted,60,Agent E
LEAD00285,CUST00430,Website,2025-06-04,Lost,99,Agent D
LEAD00286,CUST00142,Referral,2025-06-09,Lost,78,Agent D
LEAD00287,CUST00434,Website,2025-04-21,Contacted,88,Agent A
LEAD00288,CUST00404,Social Media,2025-05-17,New,72,Agent A
LEAD00289,CUST00434,Website,2025-08-20,New,64,Agent C
LEAD00290,CUST00112,Website,2026-04-25,New,39,Agent C
LEAD00291,CUST00417,Referral,2026-04-13,Lost,43,Agent E
LEAD00292,CUST00375,Social Media,2025-08-08,Converted,80,Agent E
LEAD00293,CUST00059,Advertisement,2026-04-26,Contacted,77,Agent B
LEAD00294,CUST00043,Advertisement,2025-03-09,Qualified,46,Agent B
LEAD00295,CUST00207,Email,2025-10-29,Converted,45,Agent A
LEAD00296,CUST00268,Event,2025-09-06,Qualified,26,Agent C
LEAD00297,CUST00296,Website,2026-04-27,Converted,61,Agent A
LEAD00298,CUST00118,Email,2026-05-11,New,66,Agent A
LEAD00299,CUST00020,Referral,2025-11-19,Lost,72,Agent C
LEAD00300,CUST00222,Advertisement,2026-02-14,Qualified,78,Agent B
LEAD00301,CUST00166,Website,2026-01-27,Converted,57,Agent C
LEAD00302,CUST00131,Referral,2025-01-06,Lost,88,Agent D
LEAD00303,CUST00156,Event,2026-04-09,Qualified,72,Agent D
LEAD00304,CUST00184,Referral,2025-10-07,Contacted,34,Agent D
LEAD00305,CUST00090,Website,2026-03-08,Converted,45,Agent E
LEAD00306,CUST00094,Event,2026-05-02,Contacted,67,Agent B
LEAD00307,CUST00013,Referral,2025-04-04,New,38,Agent B
LEAD00308,CUST00461,Event,2026-03-05,Contacted,28,Agent E
LEAD00309,CUST00322,Website,2025-09-26,Contacted,83,Agent A
LEAD00310,CUST00293,Website,2025-07-16,Converted,73,Agent D
LEAD00311,CUST00433,Event,2025-01-25,New,70,Agent D
LEAD00312,CUST00230,Social Media,2025-05-28,Contacted,58,Agent A
LEAD00313,CUST00322,Email,2025-04-28,Lost,23,Agent C
LEAD00314,CUST00292,Referral,2025-12-04,Qualified,22,Agent C
LEAD00315,CUST00438,Referral,2026-01-02,Contacted,83,Agent B
LEAD00316,CUST00026,Social Media,2025-12-04,New,48,Agent E
LEAD00317,CUST00075,Social Media,2025-03-07,Contacted,30,Agent B
LEAD00318,CUST00456,Social Media,2026-04-03,Qualified,77,Agent C
LEAD00319,CUST00364,Advertisement,2025-10-28,New,94,Agent A
LEAD00320,CUST00424,Advertisement,2026-01-05,Converted,46,Agent B
LEAD00321,CUST00299,Event,2025-06-24,New,40,Agent D
LEAD00322,CUST00150,Advertisement,2025-11-15,Converted,58,Agent D
LEAD00323,CUST00148,Website,2025-03-17,New,65,Agent A
LEAD00324,CUST00008,Event,2026-05-10,Qualified,85,Agent C
LEAD00325,CUST00029,Referral,2026-04-06,Qualified,55,Agent D
LEAD00326,CUST00296,Email,2025-04-24,New,94,Agent D
LEAD00327,CUST00474,Website,2025-04-21,Contacted,84,Agent E
LEAD00328,CUST00414,Referral,2025-09-06,Qualified,82,Agent B
LEAD00329,CUST00209,Referral,2026-03-15,Converted,54,Agent C
LEAD00330,CUST00128,Event,2025-07-22,Converted,50,Agent B
LEAD00331,CUST00340,Social Media,2025-05-27,Lost,47,Agent C
LEAD00332,CUST00116,Social Media,2025-02-04,Converted,20,Agent D
LEAD00333,CUST00439,Website,2026-05-02,Lost,44,Agent E
LEAD00334,CUST00144,Social Media,2025-11-05,New,62,Agent B
LEAD00335,CUST00430,Referral,2025-01-26,New,86,Agent D
LEAD00336,CUST00318,Social Media,2025-08-26,New,82,Agent C
LEAD00337,CUST00235,Advertisement,2025-01-14,Contacted,70,Agent B
LEAD00338,CUST00007,Social Media,2026-01-09,Contacted,21,Agent B
LEAD00339,CUST00464,Referral,2025-02-14,Lost,83,Agent D
LEAD00340,CUST00045,Event,2026-03-04,Converted,93,Agent B
LEAD00341,CUST00443,Website,2025-08-04,Converted,88,Agent E
LEAD00342,CUST00239,Email,2025-08-21,New,28,Agent E
LEAD00343,CUST00440,Social Media,2025-07-12,Qualified,21,Agent D
LEAD00344,CUST00432,Referral,2025-02-20,Contacted,53,Agent C
LEAD00345,CUST00155,Email,2026-03-03,Contacted,79,Agent D
LEAD00346,CUST00181,Email,2026-01-10,New,80,Agent E
LEAD00347,CUST00215,Advertisement,2025-08-02,Contacted,50,Agent A
LEAD00348,CUST00088,Email,2025-05-31,New,29,Agent A
LEAD00349,CUST00256,Event,2026-03-16,Lost,95,Agent B
LEAD00350,CUST00073,Referral,2025-10-02,Converted,55,Agent B
LEAD00351,CUST00419,Referral,2025-12-04,Qualified,68,Agent A
LEAD00352,CUST00179,Social Media,2025-03-17,Converted,89,Agent E
LEAD00353,CUST00212,Social Media,2026-03-15,Converted,68,Agent B
LEAD00354,CUST00293,Social Media,2025-08-08,Lost,22,Agent D
LEAD00355,CUST00234,Event,2025-12-14,Contacted,93,Agent D
LEAD00356,CUST00465,Email,2026-03-20,Qualified,24,Agent E
LEAD00357,CUST00239,Email,2025-07-06,Contacted,80,Agent B
LEAD00358,CUST00223,Advertisement,2025-10-16,Converted,45,Agent D
LEAD00359,CUST00119,Event,2026-02-07,New,91,Agent B
LEAD00360,CUST00313,Social Media,2025-01-28,Converted,24,Agent B
LEAD00361,CUST00264,Website,2026-01-14,Contacted,34,Agent D
LEAD00362,CUST00207,Advertisement,2025-06-29,Converted,35,Agent A
LEAD00363,CUST00095,Website,2025-09-10,New,20,Agent D
LEAD00364,CUST00373,Email,2025-05-06,Lost,35,Agent E
LEAD00365,CUST00222,Advertisement,2025-06-26,Contacted,56,Agent C
LEAD00366,CUST00366,Advertisement,2025-02-06,Converted,22,Agent D
LEAD00367,CUST00276,Referral,2026-02-14,Contacted,71,Agent B
LEAD00368,CUST00380,Email,2025-04-09,Lost,66,Agent B
LEAD00369,CUST00231,Email,2025-04-08,Converted,32,Agent D
LEAD00370,CUST00309,Event,2025-05-07,Converted,99,Agent C
LEAD00371,CUST00119,Advertisement,2026-04-28,Contacted,74,Agent D
LEAD00372,CUST00268,Email,2025-06-17,Contacted,40,Agent C
LEAD00373,CUST00433,Advertisement,2025-03-21,New,85,Agent C
LEAD00374,CUST00273,Event,2025-10-21,Lost,73,Agent E
LEAD00375,CUST00064,Event,2025-11-29,New,46,Agent B
LEAD00376,CUST00298,Referral,2025-05-06,Converted,57,Agent B
LEAD00377,CUST00350,Advertisement,2025-12-09,Contacted,77,Agent C
LEAD00378,CUST00413,Email,2025-11-06,Converted,81,Agent B
LEAD00379,CUST00403,Email,2025-05-30,Converted,65,Agent A
LEAD00380,CUST00494,Advertisement,2025-01-16,Qualified,30,Agent C
LEAD00381,CUST00011,Advertisement,2025-01-28,Qualified,91,Agent B
LEAD00382,CUST00098,Advertisement,2026-05-11,Converted,27,Agent A
LEAD00383,CUST00434,Social Media,2026-02-23,Contacted,90,Agent E
LEAD00384,CUST00071,Email,2026-03-20,Converted,83,Agent B
LEAD00385,CUST00364,Event,2025-06-22,Qualified,40,Agent A
LEAD00386,CUST00058,Email,2025-02-15,Contacted,91,Agent D
LEAD00387,CUST00290,Social Media,2025-11-24,Converted,82,Agent D
LEAD00388,CUST00251,Advertisement,2025-08-24,Lost,83,Agent A
LEAD00389,CUST00276,Referral,2026-03-15,Lost,39,Agent C
LEAD00390,CUST00050,Advertisement,2025-08-02,Converted,27,Agent C
LEAD00391,CUST00358,Advertisement,2025-03-26,Contacted,77,Agent B
LEAD00392,CUST00216,Social Media,2025-10-09,Converted,65,Agent D
LEAD00393,CUST00394,Email,2025-08-20,Converted,50,Agent C
LEAD00394,CUST00416,Advertisement,2025-03-26,Qualified,28,Agent C
LEAD00395,CUST00052,Email,2026-02-13,Lost,34,Agent D
LEAD00396,CUST00271,Website,2026-05-04,Qualified,45,Agent E
LEAD00397,CUST00485,Event,2025-03-06,Qualified,29,Agent C
LEAD00398,CUST00084,Email,2025-05-14,Converted,48,Agent A
