deal_id,opportunity_id,customer_id,product,deal_stage,engage_date,close_date,close_value,sales_agent
DEAL00094,OPP00297,CUST00499,AI Platform,Lost,2026-02-01,2026-04-24,121052.89,Agent E
DEAL00095,OPP00308,CUST00146,Support Package,Proposal,2025-06-02,2026-08-22,194948.01,Agent C
DEAL00096,OPP00493,CUST00441,Support Package,Qualification,2026-05-03,2025-11-12,201406.15,Agent E
DEAL00097,OPP00338,CUST00375,Support Package,Won,2025-09-21,2026-07-20,164133.9,Agent E
DEAL00098,OPP00066,CUST00421,CRM License,Prospecting,2025-03-15,2026-07-26,119598.22,Agent A
DEAL00099,OPP00422,CUST00316,CRM License,Won,2026-02-20,2025-10-06,146058.66,Agent B
DEAL00100,OPP00540,CUST00166,Support Package,Negotiation,2025-05-25,2025-07-15,99328.77,Agent D
DEAL00101,OPP00493,CUST00140,Analytics Suite,Prospecting,2025-04-12,2026-01-04,36006.3,Agent E
DEAL00102,OPP00317,CUST00203,AI Platform,Negotiation,2025-12-01,2026-01-21,99477.05,Agent D
DEAL00103,OPP00075,CUST00496,Laptop,Lost,2025-12-01,2025-10-14,134931.53,Agent E
DEAL00104,OPP00059,CUST00244,Analytics Suite,Qualification,2025-05-01,2025-11-15,151714.33,Agent E
DEAL00105,OPP00386,CUST00113,Cloud Subscription,Proposal,2025-06-25,2026-09-24,234271.24,Agent C
DEAL00106,OPP00015,CUST00468,CRM License,Won,2025-03-04,2026-01-23,195446.69,Agent A
DEAL00107,OPP00231,CUST00201,AI Platform,Negotiation,2025-10-23,2025-09-01,42238.18,Agent B
DEAL00108,OPP00199,CUST00385,AI Platform,Qualification,2026-05-14,2025-06-05,47674.64,Agent B
DEAL00109,OPP00354,CUST00314,Cloud Subscription,Won,2025-03-25,2025-11-03,29621.22,Agent C
DEAL00110,OPP00035,CUST00259,Cloud Subscription,Won,2025-01-15,2026-01-31,185854.52,Agent C
DEAL00111,OPP00162,CUST00255,AI Platform,Lost,2025-12-21,2026-05-26,177999.96,Agent B
DEAL00112,OPP00471,CUST00447,Cloud Subscription,Lost,2025-05-14,2025-08-20,246658.91,Agent B
DEAL00113,OPP00531,CUST00405,AI Platform,Negotiation,2026-04-23,2026-02-02,132895.74,Agent A
DEAL00114,OPP00423,CUST00023,Analytics Suite,Qualification,2025-05-01,2026-05-09,207471.66,Agent E
DEAL00115,OPP00348,CUST00393,Cloud Subscription,Proposal,2025-11-15,2026-10-06,146227.77,Agent A
DEAL00116,OPP00147,CUST00246,Analytics Suite,Negotiation,2026-01-27,2025-10-15,219151.24,Agent B
DEAL00117,OPP00374,CUST00339,Analytics Suite,Won,2026-04-24,2026-06-21,181650.15,Agent E
DEAL00118,OPP00416,CUST00493,Cloud Subscription,Won,2025-05-08,2025-08-02,162506.58,Agent B
DEAL00119,OPP00494,CUST00311,AI Platform,Prospecting,2026-01-03,2026-09-23,143455.05,Agent A
DEAL00120,OPP00559,CUST00366,Support Package,Qualification,2026-01-02,2026-04-03,182127.78,Agent A
DEAL00121,OPP00256,CUST00372,AI Platform,Prospecting,2025-10-15,2025-09-24,107815.19,Agent A
DEAL00122,OPP00103,CUST00403,Laptop,Lost,2025-10-28,2025-09-21,28661.26,Agent E
DEAL00123,OPP00121,CUST00318,Cloud Subscription,Proposal,2026-01-13,2025-07-01,14796.6,Agent D
DEAL00124,OPP00419,CUST00087,CRM License,Negotiation,2025-06-29,2025-06-07,122360.81,Agent D
DEAL00125,OPP00350,CUST00219,Cloud Subscription,Won,2026-04-08,2026-07-19,151826.44,Agent B
DEAL00126,OPP00042,CUST00475,Laptop,Qualification,2025-03-23,2026-08-16,24318.01,Agent E
DEAL00127,OPP00367,CUST00423,Analytics Suite,Won,2025-01-13,2025-06-03,75291.37,Agent C
DEAL00128,OPP00029,CUST00356,CRM License,Lost,2025-01-24,2026-04-03,83897.89,Agent D
DEAL00129,OPP00014,CUST00460,CRM License,Prospecting,2025-06-17,2026-01-29,142884.91,Agent E
DEAL00130,OPP00485,CUST00027,AI Platform,Prospecting,2025-09-27,2025-07-26,73228.2,Agent E
DEAL00131,OPP00189,CUST00430,Support Package,Negotiation,2026-04-21,2025-08-12,28433.91,Agent D
DEAL00132,OPP00295,CUST00290,AI Platform,Qualification,2026-04-04,2025-06-10,45389.9,Agent E
DEAL00133,OPP00183,CUST00289,CRM License,Lost,2025-03-11,2025-07-31,47617.21,Agent E
DEAL00134,OPP00548,CUST00348,CRM License,Qualification,2025-11-14,2026-10-07,211460.26,Agent D
DEAL00135,OPP00037,CUST00223,Support Package,Negotiation,2026-01-11,2025-07-20,74658.32,Agent A
DEAL00136,OPP00014,CUST00352,Cloud Subscription,Lost,2025-03-30,2025-09-30,180099.47,Agent B
DEAL00137,OPP00595,CUST00178,Support Package,Lost,2025-07-08,2025-11-22,144120.49,Agent C
DEAL00138,OPP00159,CUST00148,Analytics Suite,Prospecting,2025-09-14,2026-09-17,244374.49,Agent B
DEAL00139,OPP00494,CUST00424,AI Platform,Prospecting,2025-08-05,2025-06-01,71841.55,Agent A
DEAL00140,OPP00329,CUST00227,Cloud Subscription,Prospecting,2026-03-26,2026-09-21,43801.39,Agent A
DEAL00141,OPP00083,CUST00351,AI Platform,Won,2026-01-17,2026-08-15,17749.27,Agent E
DEAL00142,OPP00556,CUST00186,Support Package,Proposal,2025-02-01,2025-07-08,64035.12,Agent B
DEAL00143,OPP00580,CUST00415,Cloud Subscription,Prospecting,2025-05-21,2025-12-07,172597.37,Agent A
DEAL00144,OPP00560,CUST00294,Support Package,Proposal,2025-06-10,2025-08-18,25888.27,Agent B
DEAL00145,OPP00569,CUST00470,Analytics Suite,Proposal,2025-02-01,2026-05-11,64951.95,Agent A
DEAL00146,OPP00587,CUST00429,Laptop,Qualification,2025-11-08,2026-08-28,214550.55,Agent C
DEAL00147,OPP00022,CUST00041,CRM License,Negotiation,2025-06-01,2026-05-04,147823.47,Agent A
DEAL00148,OPP00132,CUST00393,Cloud Subscription,Won,2025-12-13,2026-08-23,22032.78,Agent B
DEAL00149,OPP00465,CUST00500,CRM License,Proposal,2025-09-17,2025-12-07,16682.37,Agent E
DEAL00150,OPP00456,CUST00393,Laptop,Won,2025-08-04,2025-12-01,19975.1,Agent B
DEAL00151,OPP00302,CUST00191,Cloud Subscription,Qualification,2025-10-06,2025-08-06,235759.39,Agent D
DEAL00152,OPP00267,CUST00079,CRM License,Prospecting,2025-10-12,2025-06-17,213218.5,Agent B
DEAL00153,OPP00395,CUST00205,CRM License,Lost,2025-04-08,2026-06-18,212010.31,Agent C
DEAL00154,OPP00120,CUST00384,Cloud Subscription,Proposal,2026-02-09,2026-06-03,231433.11,Agent C
DEAL00155,OPP00246,CUST00278,CRM License,Negotiation,2025-01-30,2026-06-27,128787.57,Agent C
DEAL00156,OPP00568,CUST00272,CRM License,Lost,2025-03-31,2026-04-12,65599.44,Agent A
DEAL00157,OPP00038,CUST00032,Cloud Subscription,Qualification,2025-05-28,2026-10-10,103330.26,Agent C
DEAL00158,OPP00245,CUST00450,CRM License,Won,2025-05-24,2026-03-23,181121.7,Agent B
DEAL00159,OPP00021,CUST00474,CRM License,Prospecting,2025-03-08,2025-12-26,219628.05,Agent E
DEAL00160,OPP00110,CUST00142,AI Platform,Won,2026-03-09,2026-05-11,111597.28,Agent C
DEAL00161,OPP00394,CUST00251,Analytics Suite,Negotiation,2025-12-23,2026-08-20,136168.33,Agent B
DEAL00162,OPP00410,CUST00294,AI Platform,Proposal,2025-02-27,2025-07-11,233286.83,Agent A
DEAL00163,OPP00008,CUST00098,Laptop,Negotiation,2026-05-03,2026-07-01,31337.17,Agent A
DEAL00164,OPP00444,CUST00136,AI Platform,Won,2026-03-04,2026-09-20,216263.31,Agent E
DEAL00165,OPP00328,CUST00484,AI Platform,Won,2025-10-08,2026-09-16,44030.33,Agent E
DEAL00166,OPP00290,CUST00277,Laptop,Lost,2025-10-06,2025-09-23,123546.03,Agent B
DEAL00167,OPP00511,CUST00312,CRM License,Negotiation,2025-08-24,2025-09-08,58513.67,Agent E
DEAL00168,OPP00361,CUST00302,CRM License,Negotiation,2026-03-19,2026-06-08,152722.17,Agent E
DEAL00169,OPP00599,CUST00043,AI Platform,Negotiation,2026-01-20,2026-08-12,141850.49,Agent A
DEAL00170,OPP00219,CUST00120,Laptop,Prospecting,2025-12-19,2026-05-11,98101.8,Agent B
DEAL00171,OPP00406,CUST00220,CRM License,Won,2026-02-03,2026-05-15,216509.36,Agent E
DEAL00172,OPP00220,CUST00046,Support Package,Qualification,2025-05-08,2025-10-17,166654.26,Agent B
DEAL00173,OPP00595,CUST00236,Cloud Subscription,Prospecting,2025-12-03,2026-04-12,181695.26,Agent C
DEAL00174,OPP00107,CUST00048,Cloud Subscription,Prospecting,2026-04-27,2026-04-20,41911.64,Agent A
DEAL00175,OPP00581,CUST00198,Analytics Suite,Prospecting,2025-07-28,2026-04-30,221375.59,Agent A
DEAL00176,OPP00286,CUST00084,Cloud Subscription,Lost,2026-03-12,2026-03-29,45924.84,Agent A
DEAL00177,OPP00008,CUST00031,AI Platform,Qualification,2025-07-05,2026-03-21,59582.32,Agent D
DEAL00178,OPP00189,CUST00161,Cloud Subscription,Negotiation,2025-06-18,2026-08-19,36373.51,Agent B
DEAL00179,OPP00081,CUST00428,Cloud Subscription,Lost,2025-06-21,2025-06-17,112888.01,Agent C
DEAL00180,OPP00108,CUST00071,Support Package,Won,2025-09-17,2026-04-18,222488.76,Agent E
DEAL00181,OPP00321,CUST00008,CRM License,Proposal,2025-07-24,2026-08-30,66849.64,Agent C
DEAL00182,OPP00579,CUST00457,Support Package,Lost,2026-03-28,2026-03-19,96569.59,Agent B
DEAL00183,OPP00346,CUST00386,AI Platform,Proposal,2025-05-15,2025-08-13,212286.27,Agent A
DEAL00184,OPP00328,CUST00401,Cloud Subscription,Won,2025-02-15,2026-02-18,156364.74,Agent D
DEAL00185,OPP00555,CUST00052,CRM License,Qualification,2025-01-09,2026-09-27,189146.02,Agent B
DEAL00186,OPP00302,CUST00045,Analytics Suite,Proposal,2026-04-16,2025-06-16,57430.01,Agent B
DEAL00187,OPP00200,CUST00293,Analytics Suite,Prospecting,2025-06-10,2025-06-14,180540.02,Agent E
DEAL00188,OPP00419,CUST00426,Cloud Subscription,Lost,2025-10-16,2026-05-02,60764.59,Agent C
DEAL00189,OPP00039,CUST00300,Cloud Subscription,Proposal,2025-12-06,2026-03-08,246891.93,Agent C
DEAL00190,OPP00307,CUST00465,Analytics Suite,Won,2026-01-23,2026-05-27,142172.11,Agent E
DEAL00191,OPP00004,CUST00373,Analytics Suite,Prospecting,2025-11-17,2025-06-04,175431.62,Agent D
DEAL00192,OPP00077,CUST00038,AI Platform,Proposal,2025-04-16,2026-07-18,34008.39,Agent A
DEAL00193,OPP00468,CUST00355,Cloud Subscription,Won,2025-10-17,2025-10-05,66410.72,Agent A
DEAL00194,OPP00179,CUST00380,Analytics Suite,Qualification,2026-04-20,2026-04-08,39236.46,Agent D
DEAL00195,OPP00276,CUST00495,Laptop,Won,2025-12-07,2025-06-06,100591.83,Agent E
DEAL00196,OPP00152,CUST00231,Analytics Suite,Qualification,2025-03-29,2025-10-07,74613.29,Agent B
DEAL00197,OPP00164,CUST00478,CRM License,Prospecting,2026-04-08,2026-07-28,184565.95,Agent C
DEAL00198,OPP00290,CUST00262,CRM License,Won,2026-04-28,2026-06-20,31633.7,Agent B
DEAL00199,OPP00378,CUST00068,Laptop,Negotiation,2025-07-11,2026-06-06,189254.55,Agent C
DEAL00200,OPP00310,CUST00179,AI Platform,Lost,2025-06-02,2026-01-18,16197.68,Agent B
DEAL00201,OPP00389,CUST00357,Cloud Subscription,Negotiation,2025-11-07,2026-08-21,54494.37,Agent E
DEAL00202,OPP00183,CUST00419,Cloud Subscription,Negotiation,2025-05-17,2026-04-09,199031.42,Agent E
DEAL00203,OPP00306,CUST00186,Analytics Suite,Negotiation,2025-09-30,2025-12-12,186980.28,Agent D
DEAL00204,OPP00072,CUST00441,CRM License,Lost,2025-05-29,2025-08-04,121699.9,Agent B
DEAL00205,OPP00219,CUST00201,AI Platform,Negotiation,2025-07-07,2026-04-17,17245.77,Agent B
DEAL00206,OPP00173,CUST00390,AI Platform,Qualification,2025-05-21,2025-09-11,154423.97,Agent D
DEAL00207,OPP00272,CUST00013,AI Platform,Won,2025-05-11,2026-03-04,104647.41,Agent D
DEAL00208,OPP00468,CUST00443,Analytics Suite,Prospecting,2026-03-28,2026-10-06,82549.4,Agent E
DEAL00209,OPP00269,CUST00214,Cloud Subscription,Negotiation,2025-01-04,2025-11-05,161900.61,Agent E
DEAL00210,OPP00020,CUST00220,AI Platform,Negotiation,2026-05-06,2026-01-10,111970.57,Agent B
DEAL00211,OPP00578,CUST00286,Analytics Suite,Prospecting,2026-04-21,2026-03-16,27643.17,Agent E
DEAL00212,OPP00503,CUST00244,Analytics Suite,Prospecting,2025-09-20,2026-08-06,229407.87,Agent E
DEAL00213,OPP00147,CUST00356,Laptop,Negotiation,2025-01-26,2026-03-05,195730.81,Agent B
DEAL00214,OPP00429,CUST00258,Support Package,Qualification,2026-04-04,2026-09-21,18812.66,Agent D
DEAL00215,OPP00165,CUST00058,AI Platform,Prospecting,2025-01-24,2025-11-29,133640.65,Agent B
DEAL00216,OPP00310,CUST00036,Support Package,Won,2026-05-06,2026-06-01,25427.5,Agent A
DEAL00217,OPP00518,CUST00328,Cloud Subscription,Won,2025-09-23,2025-06-04,210136.02,Agent B
DEAL00218,OPP00014,CUST00429,Analytics Suite,Qualification,2025-08-17,2026-01-01,155188.42,Agent A
DEAL00219,OPP00132,CUST00490,AI Platform,Lost,2025-09-26,2026-08-13,47250.04,Agent B
DEAL00220,OPP00439,CUST00498,CRM License,Proposal,2025-05-05,2026-08-02,10081.63,Agent A
DEAL00221,OPP00263,CUST00393,Cloud Subscription,Qualification,2025-06-21,2026-01-03,12737.35,Agent A
DEAL00222,OPP00225,CUST00382,Laptop,Negotiation,2025-08-22,2026-07-01,129304.54,Agent B
DEAL00223,OPP00258,CUST00193,Laptop,Proposal,2025-10-22,2025-12-26,184921.5,Agent E
DEAL00224,OPP00234,CUST00333,Support Package,Negotiation,2026-02-07,2026-09-06,34605.91,Agent C
DEAL00225,OPP00336,CUST00050,Analytics Suite,Won,2026-03-11,2025-08-13,59214.6,Agent E
DEAL00226,OPP00409,CUST00463,Support Package,Prospecting,2025-10-02,2026-01-13,85178.69,Agent A
DEAL00227,OPP00024,CUST00032,CRM License,Negotiation,2025-03-17,2026-06-10,58428.81,Agent B
DEAL00228,OPP00271,CUST00098,CRM License,Won,2025-11-04,2026-10-13,100877.46,Agent B
DEAL00229,OPP00095,CUST00043,Laptop,Qualification,2025-08-02,2026-08-10,142105.68,Agent B
DEAL00230,OPP00142,CUST00381,AI Platform,Negotiation,2026-03-07,2025-09-01,172809.5,Agent B
DEAL00231,OPP00081,CUST00351,Laptop,Won,2026-04-30,2026-09-03,241124.92,Agent C
DEAL00232,OPP00274,CUST00334,Laptop,Prospecting,2026-01-11,2025-08-04,233056.7,Agent D
DEAL00233,OPP00276,CUST00310,CRM License,Negotiation,2025-06-07,2026-04-17,144681.11,Agent A
DEAL00234,OPP00465,CUST00047,Support Package,Lost,2025-10-29,2025-06-10,184866.76,Agent C
DEAL00235,OPP00208,CUST00270,CRM License,Won,2025-07-23,2026-07-07,237963.69,Agent E
DEAL00236,OPP00296,CUST00432,Analytics Suite,Negotiation,2026-04-22,2026-03-30,25450.63,Agent D
DEAL00237,OPP00039,CUST00311,CRM License,Prospecting,2025-05-29,2026-04-18,6380.52,Agent D
DEAL00238,OPP00288,CUST00413,CRM License,Negotiation,2025-03-16,2026-04-01,12300.94,Agent B
DEAL00239,OPP00124,CUST00431,Laptop,Negotiation,2026-01-15,2026-08-30,143020.59,Agent C
DEAL00240,OPP00283,CUST00063,AI Platform,Lost,2025-08-17,2026-03-05,191894.19,Agent E
DEAL00241,OPP00180,CUST00019,Laptop,Won,2025-10-31,2025-08-25,94933.36,Agent B
DEAL00242,OPP00097,CUST00347,Cloud Subscription,Proposal,2025-03-03,2025-06-26,138583.6,Agent B
DEAL00243,OPP00191,CUST00393,CRM License,Negotiation,2025-02-27,2026-01-04,131509.75,Agent A
DEAL00244,OPP00074,CUST00101,CRM License,Proposal,2025-10-01,2026-06-28,28218.87,Agent D
DEAL00245,OPP00447,CUST00037,Cloud Subscription,Qualification,2025-04-18,2026-07-10,83789.12,Agent E
DEAL00246,OPP00497,CUST00107,CRM License,Negotiation,2025-07-06,2025-09-03,9761.61,Agent D
DEAL00247,OPP00561,CUST00092,CRM License,Proposal,2026-04-20,2026-01-30,32122.89,Agent C
DEAL00248,OPP00484,CUST00308,Analytics Suite,Qualification,2025-08-17,2026-08-21,203905.26,Agent A
DEAL00249,OPP00116,CUST00185,CRM License,Lost,2025-02-17,2025-09-15,208206.31,Agent B
DEAL00250,OPP00535,CUST00216,Cloud Subscription,Won,2025-11-15,2026-06-25,201476.85,Agent A
DEAL00251,OPP00098,CUST00028,Laptop,Negotiation,2025-09-25,2026-02-03,183070.57,Agent B
DEAL00252,OPP00328,CUST00036,CRM License,Won,2025-08-03,2025-06-14,199361.65,Agent A
DEAL00253,OPP00407,CUST00372,AI Platform,Qualification,2025-10-17,2025-11-08,169390.67,Agent B
DEAL00254,OPP00313,CUST00320,Cloud Subscription,Won,2025-09-11,2025-08-10,169109.17,Agent D
DEAL00255,OPP00148,CUST00018,Support Package,Won,2026-03-21,2025-10-30,168503.64,Agent D
DEAL00256,OPP00342,CUST00345,Analytics Suite,Prospecting,2025-12-24,2026-08-31,130940.48,Agent D
