app_event_id,customer_id,event_datetime,device_type,app_version,event_type,session_duration_minutes,app_source
APP00101,CUST00317,2026-02-20 01:23:01,Android,6.005999999999999,Login,59,App Store
APP00102,CUST00609,2025-08-11 03:56:04,iOS,5.125499999999999,View Product,66,Website
APP00103,CUST00308,2025-12-03 17:47:50,Android,5.331799999999999,Logout,5,App Store
APP00104,CUST01714,2026-01-02 16:02:38,iOS,6.0120000000000005,View Product,7,App Store
APP00105,CUST00969,2025-02-22 12:33:21,Android,5.326499999999999,View Product,44,Play Store
APP00106,CUST01781,2025-04-24 22:20:04,iOS,6.017999999999999,Search,46,Play Store
APP00107,CUST01783,2026-05-19 00:40:36,Android,6.005999999999999,View Product,54,Play Store
APP00108,CUST00538,2025-06-11 12:01:21,Android,5.305299999999999,Purchase,3,App Store
APP00109,CUST00230,2025-08-14 14:26:48,Android,5.226,Add to Cart,30,Play Store
APP00110,CUST01197,2026-04-19 22:46:09,Android,5.105099999999999,Login,111,Play Store
APP00111,CUST00271,2025-05-17 13:34:24,Android,5.3,Search,6,Website
APP00112,CUST01481,2025-01-21 11:23:10,Android,5.331799999999999,Search,118,Play Store
APP00113,CUST01359,2025-10-20 10:06:26,iOS,5.3,Search,86,Website
APP00114,CUST00679,2026-06-17 11:13:44,iOS,5.3212,Search,27,QR Campaign
APP00115,CUST01011,2025-11-16 04:16:15,Android,5.1204,Purchase,97,App Store
APP00116,CUST00308,2026-04-13 13:24:19,iOS,5.105099999999999,View Product,66,App Store
APP00117,CUST00464,2025-11-25 12:58:45,iOS,5.3106,Login,62,Website
APP00118,CUST01633,2025-07-13 11:44:25,Android,5.2208000000000006,Add to Cart,10,QR Campaign
APP00119,CUST00721,2026-06-03 16:08:29,Android,6.0120000000000005,View Product,73,Play Store
APP00120,CUST01046,2025-07-26 18:24:32,Android,5.2312,View Product,27,Play Store
APP00121,CUST01626,2025-05-31 13:41:09,iOS,5.3,Purchase,40,Play Store
APP00122,CUST00556,2025-05-26 01:15:37,iOS,5.130599999999999,Search,11,Play Store
APP00123,CUST00985,2025-05-31 03:52:20,iOS,6.029999999999999,Search,92,QR Campaign
APP00124,CUST00056,2025-01-05 09:41:37,Android,6.024,View Product,1,QR Campaign
APP00125,CUST00225,2026-06-03 06:32:27,iOS,6.0120000000000005,Add to Cart,74,Play Store
APP00126,CUST01716,2026-02-26 03:21:09,Android,6.036,Add to Cart,79,App Store
APP00127,CUST01622,2025-02-10 14:05:08,iOS,5.3,Add to Cart,57,App Store
APP00128,CUST00890,2026-04-20 04:57:36,iOS,6.0,Login,53,Website
APP00129,CUST00833,2026-04-17 18:41:54,Android,5.2,View Product,43,App Store
APP00130,CUST01110,2025-04-20 06:50:52,iOS,5.1204,Search,84,Website
APP00131,CUST01035,2025-06-12 17:07:47,iOS,5.1204,Add to Cart,87,QR Campaign
APP00132,CUST00269,2025-08-26 11:24:15,Android,6.0,Add to Cart,117,Play Store
APP00133,CUST00336,2026-01-05 01:38:45,iOS,5.1153,Purchase,4,Website
APP00134,CUST00166,2025-09-28 19:10:37,iOS,5.2052,Search,108,App Store
APP00135,CUST01194,2025-06-03 12:30:38,iOS,6.024,Logout,57,App Store
APP00136,CUST00712,2025-02-23 06:03:54,iOS,5.1153,Search,5,Play Store
APP00137,CUST01199,2026-07-16 05:49:06,Android,5.305299999999999,Logout,112,Play Store
APP00138,CUST00459,2025-06-22 19:46:16,Android,5.305299999999999,View Product,50,Play Store
APP00139,CUST00727,2026-04-15 03:35:58,iOS,5.3212,Search,76,Play Store
APP00140,CUST00069,2025-06-22 13:31:41,Android,6.024,Purchase,113,QR Campaign
APP00141,CUST00803,2026-08-03 04:15:11,iOS,6.036,Search,80,Website
APP00142,CUST00353,2026-05-26 17:44:43,iOS,5.226,Purchase,116,QR Campaign
APP00143,CUST01903,2025-05-13 21:18:03,Android,5.215599999999999,Login,36,Website
APP00144,CUST01308,2025-03-05 07:07:54,iOS,6.017999999999999,Purchase,87,App Store
APP00145,CUST01080,2026-03-16 14:37:34,iOS,6.024,Logout,13,Play Store
APP00146,CUST00502,2025-05-22 00:04:55,iOS,5.226,Logout,31,Website
APP00147,CUST00602,2025-12-22 01:31:56,Android,5.315899999999999,Purchase,27,Website
APP00148,CUST01932,2025-09-28 16:45:28,iOS,5.2,Logout,52,QR Campaign
APP00149,CUST00397,2025-10-20 12:29:39,iOS,5.130599999999999,Login,11,Website
APP00150,CUST01802,2025-03-24 14:26:48,iOS,5.3,View Product,34,Website
APP00151,CUST01770,2025-02-20 09:44:05,iOS,5.2208000000000006,Search,6,QR Campaign
APP00152,CUST00692,2025-05-01 14:38:57,Android,5.2208000000000006,Logout,31,Website
APP00153,CUST00366,2025-12-12 22:02:25,iOS,5.3212,Login,7,QR Campaign
APP00154,CUST01583,2026-07-24 01:30:24,Android,6.0,View Product,32,Play Store
APP00155,CUST01794,2025-06-05 19:25:48,Android,5.3,Purchase,103,App Store
APP00156,CUST00360,2026-06-02 14:27:34,iOS,6.029999999999999,Logout,83,QR Campaign
APP00157,CUST01838,2025-12-11 07:42:20,iOS,5.305299999999999,Purchase,6,Website
APP00158,CUST00931,2025-03-18 03:59:45,Android,5.331799999999999,Purchase,85,Play Store
APP00159,CUST01524,2026-01-05 18:50:42,iOS,5.1102,Add to Cart,113,Website
APP00160,CUST00859,2025-06-12 01:33:32,iOS,5.105099999999999,Add to Cart,69,App Store
APP00161,CUST01402,2025-10-31 10:37:10,Android,5.105099999999999,Login,36,QR Campaign
APP00162,CUST01746,2026-06-03 14:27:14,iOS,5.3106,Search,113,App Store
APP00163,CUST00419,2026-05-18 08:00:49,Android,6.0,Purchase,113,QR Campaign
APP00164,CUST00811,2025-07-29 04:33:13,Android,5.2104,Logout,92,App Store
APP00165,CUST01091,2025-06-18 21:13:04,Android,5.315899999999999,Logout,50,Play Store
APP00166,CUST00326,2025-09-21 06:58:32,iOS,6.005999999999999,Purchase,51,Website
APP00167,CUST00254,2025-12-31 09:39:28,Android,6.005999999999999,Search,32,App Store
APP00168,CUST01398,2025-04-19 18:45:08,iOS,6.017999999999999,Login,99,QR Campaign
APP00169,CUST01645,2026-06-19 04:47:24,Android,5.1204,Login,103,Website
APP00170,CUST01281,2025-11-22 23:13:37,iOS,5.125499999999999,Search,30,Website
APP00171,CUST01164,2025-05-17 13:45:45,iOS,5.326499999999999,Add to Cart,51,QR Campaign
APP00172,CUST00645,2025-03-28 12:43:48,iOS,5.215599999999999,Logout,50,App Store
APP00173,CUST01752,2026-01-04 21:44:47,iOS,6.005999999999999,Purchase,94,Play Store
APP00174,CUST01484,2025-11-09 03:44:25,Android,5.226,View Product,7,Website
APP00175,CUST00976,2025-05-19 04:54:34,Android,5.1153,View Product,49,Play Store
APP00176,CUST01281,2026-07-02 13:36:26,iOS,6.005999999999999,Logout,110,App Store
APP00177,CUST01577,2025-12-22 07:40:02,Android,5.326499999999999,Logout,66,QR Campaign
APP00178,CUST00310,2025-10-12 10:01:21,iOS,5.105099999999999,Purchase,34,Play Store
APP00179,CUST01131,2025-06-22 07:41:40,Android,5.125499999999999,Add to Cart,114,Play Store
APP00180,CUST00405,2026-05-05 12:19:59,Android,5.2104,View Product,13,Website
APP00181,CUST00724,2026-06-03 03:51:53,iOS,6.029999999999999,Add to Cart,55,Website
APP00182,CUST01325,2025-12-09 03:59:06,iOS,5.1153,Search,93,App Store
APP00183,CUST01607,2026-07-19 01:05:31,Android,5.1102,Logout,47,App Store
APP00184,CUST01201,2025-08-07 20:54:36,Android,6.017999999999999,Login,114,Website
APP00185,CUST01827,2025-02-04 12:22:53,Android,6.036,Search,98,Play Store
APP00186,CUST00070,2026-07-16 11:45:32,iOS,5.125499999999999,Search,101,QR Campaign
APP00187,CUST00426,2026-02-20 03:17:26,iOS,5.2,Login,58,Website
APP00188,CUST00512,2026-08-18 03:03:13,Android,6.029999999999999,Login,39,QR Campaign
APP00189,CUST01458,2026-03-18 08:52:43,iOS,5.331799999999999,Search,88,QR Campaign
APP00190,CUST00186,2025-07-13 20:35:51,Android,5.226,Purchase,120,Play Store
APP00191,CUST00401,2026-02-14 22:02:27,Android,5.1153,Login,70,Website
APP00192,CUST01949,2026-08-13 07:20:30,Android,5.226,Search,34,App Store
APP00193,CUST00791,2025-09-23 10:21:03,Android,5.326499999999999,Purchase,114,App Store
APP00194,CUST00967,2026-08-10 12:37:30,iOS,5.215599999999999,Search,28,Website
APP00195,CUST01842,2025-08-07 06:16:32,iOS,5.2104,View Product,16,Play Store
APP00196,CUST01014,2025-07-10 00:11:45,Android,5.315899999999999,Search,25,App Store
APP00197,CUST00437,2025-08-18 14:24:03,iOS,5.3212,Search,24,QR Campaign
APP00198,CUST00293,2025-09-29 14:51:07,iOS,5.1204,Search,2,Play Store
APP00199,CUST00624,2026-07-11 11:56:50,Android,5.125499999999999,Purchase,35,Play Store
APP00200,CUST00938,2025-01-25 08:56:09,iOS,5.315899999999999,Logout,70,Play Store
APP00201,CUST01240,2025-04-01 12:12:36,iOS,6.0,Purchase,109,Play Store
APP00202,CUST01928,2025-01-10 13:32:17,iOS,5.2052,Login,89,Website
APP00203,CUST00892,2025-11-30 20:26:48,iOS,5.226,Logout,88,Website
APP00204,CUST01730,2025-04-05 06:34:54,Android,5.1,Logout,74,Play Store
APP00205,CUST00025,2026-08-01 20:44:40,iOS,5.3212,View Product,100,Website
APP00206,CUST00964,2025-06-09 23:30:40,iOS,5.2312,Add to Cart,64,Website
APP00207,CUST00778,2025-08-14 23:31:00,Android,6.0,View Product,94,App Store
APP00208,CUST01762,2026-06-16 11:19:12,Android,6.0,Add to Cart,77,QR Campaign
APP00209,CUST01893,2026-01-31 04:12:56,iOS,6.036,Add to Cart,18,Play Store
APP00210,CUST00844,2025-07-15 02:49:44,iOS,5.331799999999999,Logout,105,Play Store
APP00211,CUST01896,2026-07-14 07:24:48,iOS,5.1204,Add to Cart,80,QR Campaign
APP00212,CUST01225,2026-03-04 08:26:32,iOS,5.331799999999999,Purchase,38,QR Campaign
APP00213,CUST00862,2025-01-15 07:07:38,iOS,5.125499999999999,Search,96,QR Campaign
APP00214,CUST00765,2026-07-19 05:55:24,Android,6.005999999999999,Logout,58,App Store
APP00215,CUST00022,2025-01-16 17:31:10,Android,5.2312,Purchase,1,Website
APP00216,CUST01362,2025-11-10 16:13:37,Android,5.326499999999999,Search,109,Website
APP00217,CUST00746,2025-03-04 01:32:20,iOS,6.0,View Product,58,App Store
APP00218,CUST01404,2026-05-16 06:26:23,iOS,5.2,Login,33,Website
APP00219,CUST00767,2026-05-06 05:35:19,Android,5.125499999999999,Login,58,Play Store
APP00220,CUST00208,2025-09-05 18:01:31,Android,6.029999999999999,Logout,6,App Store
APP00221,CUST01804,2025-07-17 18:36:58,Android,5.315899999999999,Login,109,Website
APP00222,CUST01798,2025-06-02 02:30:50,iOS,5.305299999999999,View Product,40,App Store
APP00223,CUST00640,2026-07-07 22:42:21,Android,5.2052,Search,48,Website
APP00224,CUST00502,2026-04-06 08:18:50,iOS,6.036,Purchase,80,Website
APP00225,CUST01195,2025-03-07 22:22:09,iOS,5.3106,Logout,60,Play Store
APP00226,CUST01524,2026-01-19 12:01:07,Android,6.029999999999999,Search,8,QR Campaign
APP00227,CUST00975,2026-07-11 08:51:31,iOS,5.2208000000000006,Login,52,Play Store
APP00228,CUST01885,2026-01-30 01:46:58,Android,5.215599999999999,Search,24,Play Store
APP00229,CUST01018,2025-07-16 13:23:23,Android,5.326499999999999,Login,37,Website
APP00230,CUST00587,2025-07-16 16:49:10,iOS,5.3,Login,52,App Store
APP00231,CUST01408,2026-06-07 23:24:22,iOS,6.0120000000000005,Add to Cart,12,Play Store
APP00232,CUST01951,2025-10-23 20:36:04,Android,5.3212,View Product,46,Play Store
APP00233,CUST01340,2025-06-19 01:59:07,Android,6.029999999999999,Purchase,24,App Store
APP00234,CUST01549,2025-08-21 09:06:34,Android,5.1102,Search,111,Play Store
APP00235,CUST01990,2025-06-08 11:05:44,Android,5.1102,Purchase,53,Website
APP00236,CUST01467,2026-06-23 11:32:52,iOS,5.2,View Product,64,App Store
APP00237,CUST01720,2025-02-11 21:09:39,Android,5.3106,Search,9,App Store
APP00238,CUST00212,2026-07-10 04:07:23,Android,6.0120000000000005,View Product,107,Website
APP00239,CUST00346,2025-11-22 08:56:52,Android,6.005999999999999,Search,15,App Store
APP00240,CUST00927,2025-03-09 10:31:44,iOS,6.005999999999999,Purchase,49,Website
APP00241,CUST01556,2025-12-08 11:48:40,Android,5.3106,Search,80,App Store
APP00242,CUST00947,2026-02-27 04:54:46,Android,5.3,Purchase,70,Website
APP00243,CUST01676,2026-05-17 00:55:27,iOS,5.3,Add to Cart,68,QR Campaign
APP00244,CUST01791,2025-06-06 11:25:54,Android,5.2,Search,68,QR Campaign
APP00245,CUST00628,2025-12-18 09:31:28,Android,5.2,Login,45,Website
APP00246,CUST00981,2026-03-03 03:40:36,iOS,6.036,Logout,20,App Store
APP00247,CUST01506,2026-04-17 20:04:05,Android,5.1,Add to Cart,120,QR Campaign
APP00248,CUST00772,2025-06-02 09:39:06,iOS,5.3,Search,2,QR Campaign
APP00249,CUST00101,2025-02-21 22:44:34,Android,5.3212,Add to Cart,25,Play Store
APP00250,CUST00849,2025-09-23 05:44:42,iOS,6.024,Purchase,33,Website
APP00251,CUST01470,2025-06-14 00:32:19,Android,6.017999999999999,Add to Cart,35,Play Store
APP00252,CUST01928,2025-09-02 09:23:01,iOS,6.0120000000000005,Search,7,QR Campaign
APP00253,CUST00432,2026-05-03 09:36:05,iOS,5.130599999999999,Login,82,Play Store
APP00254,CUST01228,2026-05-02 17:46:31,Android,6.024,Purchase,90,App Store
APP00255,CUST01204,2025-05-14 07:29:13,Android,5.1153,Login,24,QR Campaign
APP00256,CUST00997,2025-07-29 20:42:40,iOS,5.1102,Login,102,QR Campaign
APP00257,CUST01745,2025-05-19 21:15:18,Android,6.0120000000000005,Search,40,QR Campaign
APP00258,CUST01528,2026-06-29 08:37:16,iOS,5.326499999999999,Logout,41,Play Store
APP00259,CUST00106,2026-07-01 05:20:43,iOS,5.130599999999999,Login,56,Website
APP00260,CUST00562,2025-03-03 22:36:28,Android,6.017999999999999,Login,22,App Store
APP00261,CUST00056,2025-12-07 15:42:38,iOS,6.0120000000000005,Purchase,97,QR Campaign
APP00262,CUST01711,2025-05-20 22:38:10,Android,5.1153,Add to Cart,18,QR Campaign
APP00263,CUST01032,2026-07-04 02:53:48,Android,6.0,Search,102,Website
APP00264,CUST01247,2025-05-21 18:59:39,iOS,6.029999999999999,Purchase,62,Website
APP00265,CUST00423,2025-06-29 09:11:43,Android,6.0,View Product,27,Website
APP00266,CUST00529,2025-06-02 10:07:52,iOS,5.2208000000000006,Add to Cart,54,QR Campaign
APP00267,CUST00530,2025-10-06 15:08:08,iOS,5.2104,Purchase,96,Play Store
APP00268,CUST00196,2025-12-23 12:03:26,Android,6.036,Login,114,Play Store
APP00269,CUST00803,2025-09-27 23:48:35,iOS,5.2312,Logout,42,Play Store
APP00270,CUST01005,2025-08-21 03:55:46,iOS,5.1,Logout,109,Play Store
APP00271,CUST01464,2026-06-17 05:46:23,Android,5.326499999999999,Search,64,App Store
APP00272,CUST01526,2025-09-30 19:18:41,iOS,5.1,Search,114,QR Campaign
APP00273,CUST00739,2026-04-29 21:00:30,Android,5.1,Search,59,App Store
APP00274,CUST00655,2026-08-13 07:13:10,Android,6.0,Logout,79,App Store
APP00275,CUST00020,2026-06-23 08:26:51,Android,5.125499999999999,Purchase,85,App Store
APP00276,CUST01927,2026-05-07 18:38:54,iOS,5.125499999999999,Purchase,102,App Store
APP00277,CUST00362,2025-03-27 01:08:42,iOS,5.2104,Add to Cart,58,QR Campaign
APP00278,CUST01072,2025-09-15 19:27:03,Android,5.1102,Logout,97,Play Store
APP00279,CUST01173,2025-08-06 06:52:34,Android,6.0120000000000005,Add to Cart,23,App Store
APP00280,CUST01702,2026-03-22 23:48:37,iOS,6.0120000000000005,Login,36,Website
APP00281,CUST00248,2025-03-08 16:28:05,iOS,5.3106,Add to Cart,4,QR Campaign
APP00282,CUST00248,2025-03-19 00:31:27,Android,5.331799999999999,View Product,74,App Store
APP00283,CUST01991,2025-12-08 06:08:24,iOS,5.2208000000000006,Purchase,60,QR Campaign
APP00284,CUST01091,2025-07-12 02:36:42,iOS,6.017999999999999,Purchase,61,QR Campaign
APP00285,CUST00364,2026-04-29 09:12:30,Android,5.305299999999999,Search,55,QR Campaign
APP00286,CUST01956,2026-07-10 23:52:30,Android,6.024,Add to Cart,69,App Store
APP00287,CUST01407,2025-01-02 09:10:12,iOS,5.1102,Logout,73,QR Campaign
APP00288,CUST00870,2026-08-07 11:06:01,Android,5.2208000000000006,Search,53,QR Campaign
APP00289,CUST00412,2025-12-27 19:48:36,iOS,5.226,Login,106,Website
APP00290,CUST01557,2026-05-28 20:17:28,iOS,5.305299999999999,Add to Cart,30,QR Campaign
APP00291,CUST01547,2026-04-19 06:15:03,iOS,5.331799999999999,Logout,61,Play Store
APP00292,CUST01411,2026-01-20 03:05:07,iOS,5.305299999999999,View Product,96,App Store
APP00293,CUST01513,2025-12-25 02:43:56,iOS,5.3106,Search,84,Website
APP00294,CUST00682,2026-04-29 18:16:22,iOS,5.1102,View Product,19,Play Store
APP00295,CUST01651,2025-02-07 21:25:12,Android,5.2208000000000006,Purchase,77,Play Store
APP00296,CUST01661,2025-03-26 17:48:26,Android,5.3,Add to Cart,33,QR Campaign
APP00297,CUST00188,2025-07-12 04:40:22,iOS,5.105099999999999,Purchase,60,QR Campaign
APP00298,CUST00886,2025-08-29 01:18:01,Android,6.024,Purchase,98,Play Store
APP00299,CUST01682,2026-01-28 14:46:43,iOS,5.1,Logout,51,App Store
APP00300,CUST00770,2025-12-22 20:18:47,Android,5.315899999999999,Search,108,QR Campaign
APP00301,CUST00684,2026-06-18 01:22:10,iOS,5.3106,View Product,68,Play Store
APP00302,CUST01327,2025-12-21 12:38:44,iOS,6.024,Search,113,Website
APP00303,CUST00195,2025-09-09 11:30:16,Android,5.315899999999999,Logout,77,QR Campaign
APP00304,CUST00428,2025-06-12 08:21:59,iOS,6.029999999999999,Add to Cart,115,Website
APP00305,CUST00389,2026-06-05 16:43:41,iOS,6.017999999999999,Purchase,35,Play Store
APP00306,CUST01815,2026-01-12 07:05:04,iOS,6.005999999999999,Search,18,Play Store
APP00307,CUST00479,2025-10-20 12:30:34,iOS,5.3106,Logout,118,Play Store
APP00308,CUST00134,2025-06-19 08:12:15,iOS,6.0,Search,65,App Store
APP00309,CUST01048,2025-11-15 22:01:11,Android,5.1,Purchase,110,App Store
APP00310,CUST01795,2026-03-25 15:16:33,iOS,5.130599999999999,Search,22,App Store
