opportunity_id,lead_id,customer_id,product,opportunity_stage,opportunity_value,probability,created_date,sales_agent
OPP00028,LEAD00454,CUST00055,Cloud Subscription,Qualification,16616.83,21,2025-09-15,Agent C
OPP00029,LEAD00356,CUST00061,CRM License,Negotiation,201287.02,11,2025-09-10,Agent A
OPP00030,LEAD00216,CUST00345,Laptop,Prospecting,153073.28,37,2025-08-10,Agent A
OPP00031,LEAD00555,CUST00008,CRM License,Proposal,53643.0,83,2026-04-23,Agent C
OPP00032,LEAD00023,CUST00272,AI Platform,Proposal,126232.97,95,2026-01-04,Agent A
OPP00033,LEAD00155,CUST00246,CRM License,Negotiation,186866.01,90,2025-06-16,Agent E
OPP00034,LEAD00186,CUST00176,Support Package,Proposal,193750.89,99,2026-03-05,Agent E
OPP00035,LEAD00249,CUST00493,Cloud Subscription,Prospecting,127406.51,76,2025-06-09,Agent D
OPP00036,LEAD00749,CUST00116,Cloud Subscription,Prospecting,79777.56,80,2026-03-25,Agent D
OPP00037,LEAD00134,CUST00317,Laptop,Proposal,243566.93,81,2025-06-15,Agent B
OPP00038,LEAD00321,CUST00271,Laptop,Proposal,167523.84,93,2025-07-24,Agent D
OPP00039,LEAD00390,CUST00193,AI Platform,Won,105018.19,85,2025-09-24,Agent E
OPP00040,LEAD00434,CUST00150,Analytics Suite,Qualification,73713.49,90,2025-05-18,Agent D
OPP00041,LEAD00022,CUST00131,AI Platform,Negotiation,184120.23,19,2026-01-03,Agent A
OPP00042,LEAD00600,CUST00102,Support Package,Prospecting,64334.94,95,2026-03-19,Agent B
OPP00043,LEAD00665,CUST00310,Laptop,Negotiation,47068.95,66,2025-12-12,Agent B
OPP00044,LEAD00125,CUST00270,Laptop,Won,134809.3,95,2025-09-05,Agent E
OPP00045,LEAD00079,CUST00292,AI Platform,Prospecting,76046.91,46,2025-02-24,Agent D
OPP00046,LEAD00051,CUST00210,AI Platform,Won,159081.76,86,2026-02-08,Agent A
OPP00047,LEAD00728,CUST00495,AI Platform,Won,33894.98,100,2025-07-28,Agent D
OPP00048,LEAD00176,CUST00361,Cloud Subscription,Lost,165460.57,73,2025-01-17,Agent C
OPP00049,LEAD00253,CUST00338,CRM License,Proposal,74407.65,88,2025-03-09,Agent D
OPP00050,LEAD00246,CUST00067,CRM License,Lost,5059.52,95,2025-05-13,Agent E
OPP00051,LEAD00739,CUST00010,Laptop,Negotiation,36099.33,49,2025-07-07,Agent D
OPP00052,LEAD00106,CUST00049,Cloud Subscription,Negotiation,233735.77,69,2026-02-11,Agent B
OPP00053,LEAD00193,CUST00487,AI Platform,Proposal,217501.89,57,2026-03-06,Agent A
OPP00054,LEAD00316,CUST00111,Laptop,Lost,62234.21,28,2025-11-04,Agent E
OPP00055,LEAD00302,CUST00321,Cloud Subscription,Negotiation,195701.12,81,2025-05-18,Agent C
OPP00056,LEAD00548,CUST00219,Support Package,Lost,154100.04,42,2025-06-23,Agent A
OPP00057,LEAD00716,CUST00057,Analytics Suite,Proposal,242871.65,53,2026-02-16,Agent A
OPP00058,LEAD00779,CUST00283,Cloud Subscription,Prospecting,96533.39,46,2025-04-07,Agent B
OPP00059,LEAD00268,CUST00459,Laptop,Won,171957.85,98,2025-06-20,Agent B
OPP00060,LEAD00170,CUST00113,CRM License,Won,20566.25,45,2025-06-03,Agent B
OPP00061,LEAD00551,CUST00133,AI Platform,Lost,102080.6,90,2025-07-02,Agent E
OPP00062,LEAD00455,CUST00071,Analytics Suite,Negotiation,241135.33,97,2025-08-30,Agent D
OPP00063,LEAD00651,CUST00083,Support Package,Lost,137050.31,30,2025-10-31,Agent A
OPP00064,LEAD00292,CUST00057,Analytics Suite,Lost,75530.48,11,2025-10-12,Agent D
OPP00065,LEAD00564,CUST00376,Analytics Suite,Qualification,34466.39,40,2025-01-27,Agent D
OPP00066,LEAD00799,CUST00349,Cloud Subscription,Won,177364.44,39,2026-02-06,Agent B
OPP00067,LEAD00141,CUST00271,Laptop,Proposal,162989.73,85,2025-12-26,Agent D
OPP00068,LEAD00146,CUST00483,Laptop,Lost,96614.98,53,2025-03-01,Agent A
OPP00069,LEAD00425,CUST00111,Analytics Suite,Qualification,237980.63,21,2025-07-21,Agent A
OPP00070,LEAD00314,CUST00357,AI Platform,Qualification,10439.69,60,2025-09-07,Agent C
OPP00071,LEAD00184,CUST00375,Laptop,Won,79412.34,58,2025-12-28,Agent E
OPP00072,LEAD00664,CUST00076,Analytics Suite,Won,230662.02,33,2025-03-10,Agent D
OPP00073,LEAD00713,CUST00158,Laptop,Won,83629.18,33,2026-04-03,Agent E
OPP00074,LEAD00128,CUST00020,AI Platform,Proposal,66801.94,69,2026-01-05,Agent E
OPP00075,LEAD00287,CUST00421,Support Package,Qualification,135884.0,20,2025-01-21,Agent E
OPP00076,LEAD00253,CUST00131,Analytics Suite,Negotiation,206831.43,22,2025-06-01,Agent E
OPP00077,LEAD00778,CUST00329,CRM License,Proposal,30270.96,100,2025-04-12,Agent A
OPP00078,LEAD00700,CUST00122,CRM License,Prospecting,236040.07,81,2026-01-22,Agent D
OPP00079,LEAD00386,CUST00041,Analytics Suite,Lost,199792.86,83,2026-05-03,Agent C
OPP00080,LEAD00230,CUST00167,Cloud Subscription,Won,49406.31,81,2025-04-05,Agent E
OPP00081,LEAD00271,CUST00410,Support Package,Qualification,179441.95,73,2026-03-22,Agent C
OPP00082,LEAD00771,CUST00130,Cloud Subscription,Lost,99314.89,29,2025-12-27,Agent A
OPP00083,LEAD00415,CUST00023,CRM License,Proposal,103562.2,81,2025-08-17,Agent A
OPP00084,LEAD00198,CUST00279,AI Platform,Prospecting,196906.07,82,2025-05-05,Agent B
OPP00085,LEAD00323,CUST00251,Analytics Suite,Proposal,240882.28,80,2025-09-15,Agent E
OPP00086,LEAD00056,CUST00469,Laptop,Proposal,36030.69,87,2025-11-18,Agent B
OPP00087,LEAD00203,CUST00400,CRM License,Negotiation,108054.41,37,2026-05-02,Agent C
OPP00088,LEAD00783,CUST00009,Support Package,Lost,122830.69,11,2026-01-04,Agent D
OPP00089,LEAD00621,CUST00013,CRM License,Negotiation,97196.4,52,2026-03-02,Agent B
OPP00090,LEAD00628,CUST00412,Support Package,Proposal,93981.34,17,2025-08-24,Agent A
OPP00091,LEAD00604,CUST00411,Support Package,Prospecting,17805.82,22,2025-06-11,Agent E
OPP00092,LEAD00138,CUST00307,Analytics Suite,Qualification,172956.96,94,2025-02-11,Agent C
OPP00093,LEAD00422,CUST00320,Support Package,Qualification,111872.53,44,2025-10-03,Agent A
OPP00094,LEAD00057,CUST00052,Cloud Subscription,Lost,52724.48,32,2025-12-19,Agent D
OPP00095,LEAD00562,CUST00209,AI Platform,Won,204928.21,55,2025-03-09,Agent E
OPP00096,LEAD00071,CUST00038,CRM License,Won,201627.38,24,2025-06-22,Agent D
OPP00097,LEAD00594,CUST00100,AI Platform,Qualification,124165.95,11,2026-05-07,Agent D
OPP00098,LEAD00372,CUST00193,Laptop,Proposal,78120.41,70,2025-11-27,Agent E
OPP00099,LEAD00617,CUST00402,CRM License,Proposal,161332.72,85,2025-05-05,Agent E
OPP00100,LEAD00600,CUST00191,AI Platform,Negotiation,75597.27,73,2025-06-19,Agent D
OPP00101,LEAD00514,CUST00051,AI Platform,Lost,62821.94,61,2025-02-16,Agent C
OPP00102,LEAD00084,CUST00393,Analytics Suite,Negotiation,183976.09,45,2025-09-18,Agent E
OPP00103,LEAD00043,CUST00141,Analytics Suite,Won,14879.68,76,2025-08-05,Agent A
OPP00104,LEAD00666,CUST00168,Laptop,Qualification,28218.28,78,2025-11-01,Agent B
OPP00105,LEAD00606,CUST00311,Support Package,Proposal,6663.1,76,2025-05-04,Agent C
OPP00106,LEAD00133,CUST00109,CRM License,Qualification,42471.08,56,2025-10-20,Agent E
OPP00107,LEAD00395,CUST00207,Analytics Suite,Prospecting,21902.55,92,2025-06-11,Agent E
OPP00108,LEAD00065,CUST00427,CRM License,Qualification,248971.58,11,2025-07-20,Agent C
OPP00109,LEAD00290,CUST00300,Laptop,Prospecting,75758.44,53,2026-03-30,Agent B
OPP00110,LEAD00376,CUST00110,Analytics Suite,Negotiation,41570.66,73,2026-02-06,Agent D
OPP00111,LEAD00769,CUST00196,Analytics Suite,Negotiation,64044.08,90,2026-04-07,Agent A
OPP00112,LEAD00467,CUST00417,Support Package,Won,234350.77,87,2025-10-02,Agent E
OPP00113,LEAD00213,CUST00152,CRM License,Qualification,132439.25,37,2025-07-25,Agent B
OPP00114,LEAD00148,CUST00420,CRM License,Qualification,94380.43,100,2025-02-09,Agent A
OPP00115,LEAD00573,CUST00243,CRM License,Prospecting,218980.91,63,2025-09-30,Agent C
OPP00116,LEAD00471,CUST00128,Support Package,Negotiation,101772.62,83,2025-07-07,Agent E
OPP00117,LEAD00149,CUST00105,Analytics Suite,Prospecting,87077.1,76,2025-12-21,Agent D
OPP00118,LEAD00088,CUST00010,Laptop,Negotiation,55784.22,45,2025-04-03,Agent C
OPP00119,LEAD00324,CUST00356,CRM License,Prospecting,97560.22,72,2025-02-11,Agent E
OPP00120,LEAD00396,CUST00148,AI Platform,Negotiation,82587.67,34,2026-04-10,Agent B
OPP00121,LEAD00790,CUST00489,Support Package,Prospecting,170939.47,95,2026-01-14,Agent A
OPP00122,LEAD00404,CUST00365,Cloud Subscription,Negotiation,75947.76,57,2025-04-17,Agent A
OPP00123,LEAD00082,CUST00364,Laptop,Lost,146413.94,48,2025-11-24,Agent E
OPP00124,LEAD00641,CUST00459,AI Platform,Prospecting,21143.58,56,2025-03-06,Agent C
OPP00125,LEAD00286,CUST00140,CRM License,Qualification,51865.84,30,2025-12-31,Agent D
OPP00126,LEAD00382,CUST00190,Cloud Subscription,Won,104814.29,39,2025-11-05,Agent B
OPP00127,LEAD00792,CUST00402,Laptop,Lost,234552.57,40,2026-04-29,Agent E
OPP00128,LEAD00270,CUST00094,Support Package,Lost,97426.74,35,2025-05-15,Agent B
OPP00129,LEAD00292,CUST00492,Cloud Subscription,Prospecting,167698.16,31,2026-05-09,Agent A
OPP00130,LEAD00453,CUST00496,Analytics Suite,Won,67496.37,30,2026-01-24,Agent D
OPP00131,LEAD00715,CUST00229,Cloud Subscription,Qualification,36123.23,10,2025-01-24,Agent B
OPP00132,LEAD00024,CUST00063,AI Platform,Lost,19341.47,46,2025-01-28,Agent E
OPP00133,LEAD00311,CUST00340,Laptop,Qualification,79826.31,86,2025-03-03,Agent D
OPP00134,LEAD00461,CUST00025,AI Platform,Negotiation,43626.95,94,2026-05-06,Agent C
OPP00135,LEAD00208,CUST00268,AI Platform,Won,47632.56,55,2025-09-30,Agent E
OPP00136,LEAD00792,CUST00405,CRM License,Proposal,191386.03,18,2025-08-17,Agent B
OPP00137,LEAD00717,CUST00281,Support Package,Negotiation,8880.33,26,2025-01-20,Agent D
OPP00138,LEAD00664,CUST00011,Cloud Subscription,Won,141663.48,56,2025-01-03,Agent E
OPP00139,LEAD00438,CUST00320,Laptop,Prospecting,97968.04,94,2026-02-25,Agent D
OPP00140,LEAD00538,CUST00201,Analytics Suite,Prospecting,129104.75,68,2025-08-06,Agent D
OPP00141,LEAD00706,CUST00126,Support Package,Qualification,142893.41,63,2026-02-03,Agent D
OPP00142,LEAD00336,CUST00306,Support Package,Lost,81775.09,95,2025-11-03,Agent B
OPP00143,LEAD00422,CUST00190,Laptop,Proposal,77301.67,21,2026-03-08,Agent E
OPP00144,LEAD00750,CUST00089,Support Package,Prospecting,184683.45,73,2025-05-16,Agent A
OPP00145,LEAD00321,CUST00355,CRM License,Won,218462.86,15,2026-02-01,Agent A
OPP00146,LEAD00497,CUST00116,Support Package,Lost,52182.5,62,2026-03-08,Agent B
OPP00147,LEAD00587,CUST00352,CRM License,Lost,28916.6,25,2025-01-03,Agent B
OPP00148,LEAD00163,CUST00177,Cloud Subscription,Won,224959.97,99,2025-07-12,Agent D
OPP00149,LEAD00541,CUST00014,Cloud Subscription,Lost,90724.39,14,2025-03-14,Agent E
OPP00150,LEAD00165,CUST00257,AI Platform,Prospecting,140072.76,82,2026-02-19,Agent E
OPP00151,LEAD00698,CUST00209,CRM License,Won,93088.07,55,2025-12-27,Agent C
OPP00152,LEAD00566,CUST00281,Analytics Suite,Won,35821.57,23,2025-04-28,Agent C
OPP00153,LEAD00295,CUST00443,Cloud Subscription,Qualification,149386.25,53,2025-06-03,Agent A
OPP00154,LEAD00042,CUST00328,Support Package,Proposal,133659.51,72,2025-07-28,Agent C
OPP00155,LEAD00285,CUST00325,Laptop,Qualification,54733.42,61,2026-03-16,Agent C
OPP00156,LEAD00387,CUST00389,Laptop,Proposal,115707.92,35,2025-02-03,Agent A
OPP00157,LEAD00138,CUST00105,CRM License,Won,200252.14,62,2025-05-17,Agent A
OPP00158,LEAD00187,CUST00483,Analytics Suite,Lost,149654.4,38,2025-11-14,Agent C
OPP00159,LEAD00716,CUST00147,AI Platform,Proposal,28744.75,28,2025-04-30,Agent E
OPP00160,LEAD00431,CUST00279,Support Package,Won,139265.27,56,2025-04-25,Agent C
OPP00161,LEAD00554,CUST00009,CRM License,Won,177170.88,17,2025-01-13,Agent D
OPP00162,LEAD00416,CUST00118,Laptop,Qualification,199212.33,32,2025-03-10,Agent D
OPP00163,LEAD00800,CUST00094,CRM License,Qualification,159133.81,44,2026-03-01,Agent D
OPP00164,LEAD00426,CUST00434,Support Package,Lost,42401.25,62,2025-11-29,Agent B
OPP00165,LEAD00416,CUST00144,Analytics Suite,Negotiation,178992.45,67,2025-09-14,Agent D
OPP00166,LEAD00026,CUST00289,Analytics Suite,Prospecting,170948.75,14,2025-03-30,Agent E
OPP00167,LEAD00371,CUST00386,Cloud Subscription,Negotiation,10984.59,25,2025-02-16,Agent B
OPP00168,LEAD00385,CUST00014,Support Package,Negotiation,105878.18,26,2025-09-17,Agent B
OPP00169,LEAD00056,CUST00494,Cloud Subscription,Lost,86572.81,41,2025-08-16,Agent D
OPP00170,LEAD00253,CUST00257,Cloud Subscription,Proposal,169005.96,61,2026-03-23,Agent C
OPP00171,LEAD00634,CUST00346,Cloud Subscription,Lost,57953.27,29,2025-06-29,Agent A
OPP00172,LEAD00106,CUST00186,CRM License,Lost,149763.62,75,2025-01-10,Agent C
OPP00173,LEAD00130,CUST00345,Laptop,Won,228735.46,93,2025-10-11,Agent C
OPP00174,LEAD00670,CUST00400,Analytics Suite,Won,200461.58,91,2026-01-12,Agent B
OPP00175,LEAD00376,CUST00207,CRM License,Won,230757.15,10,2025-05-06,Agent B
OPP00176,LEAD00743,CUST00346,Laptop,Prospecting,244733.96,67,2025-05-14,Agent B
OPP00177,LEAD00308,CUST00431,Analytics Suite,Proposal,7614.18,92,2025-06-04,Agent E
OPP00178,LEAD00091,CUST00172,Support Package,Proposal,157571.61,53,2025-09-05,Agent E
OPP00179,LEAD00393,CUST00464,Analytics Suite,Won,106145.65,15,2025-05-20,Agent A
OPP00180,LEAD00534,CUST00270,Analytics Suite,Negotiation,215664.35,59,2025-11-14,Agent B
OPP00181,LEAD00110,CUST00221,Analytics Suite,Prospecting,66694.6,81,2026-03-12,Agent D
OPP00182,LEAD00561,CUST00152,AI Platform,Negotiation,245352.22,97,2025-06-25,Agent B
OPP00183,LEAD00641,CUST00111,Support Package,Qualification,155358.45,29,2025-11-19,Agent E
OPP00184,LEAD00585,CUST00183,CRM License,Proposal,199416.66,23,2025-06-23,Agent B
OPP00185,LEAD00340,CUST00399,CRM License,Proposal,25971.89,14,2026-04-26,Agent E
OPP00186,LEAD00565,CUST00339,Laptop,Negotiation,49947.18,50,2025-03-15,Agent B
OPP00187,LEAD00356,CUST00072,CRM License,Prospecting,190808.9,49,2025-12-17,Agent D
OPP00188,LEAD00168,CUST00418,Cloud Subscription,Proposal,10386.7,43,2025-05-23,Agent A
OPP00189,LEAD00557,CUST00386,Analytics Suite,Negotiation,205135.11,89,2026-03-31,Agent D
OPP00190,LEAD00452,CUST00283,CRM License,Lost,8417.51,54,2025-10-19,Agent E
OPP00191,LEAD00105,CUST00074,Laptop,Lost,165994.12,80,2026-02-02,Agent C
OPP00192,LEAD00150,CUST00355,Laptop,Prospecting,94448.01,89,2025-04-22,Agent D
OPP00193,LEAD00146,CUST00215,Cloud Subscription,Negotiation,154816.24,80,2025-07-25,Agent B
OPP00194,LEAD00716,CUST00497,Laptop,Lost,175527.69,36,2025-05-11,Agent A
OPP00195,LEAD00299,CUST00328,AI Platform,Prospecting,88906.43,87,2026-01-04,Agent B
OPP00196,LEAD00167,CUST00476,Analytics Suite,Won,31450.8,87,2025-04-20,Agent B
OPP00197,LEAD00713,CUST00023,Analytics Suite,Prospecting,22063.24,53,2026-01-05,Agent D
OPP00198,LEAD00646,CUST00068,Analytics Suite,Qualification,149289.33,42,2025-03-08,Agent A
OPP00199,LEAD00723,CUST00398,Support Package,Won,132560.56,42,2026-01-17,Agent C
OPP00200,LEAD00048,CUST00447,CRM License,Negotiation,186839.25,53,2025-03-27,Agent B
OPP00201,LEAD00638,CUST00373,AI Platform,Won,129885.2,29,2025-10-02,Agent A
OPP00202,LEAD00239,CUST00362,CRM License,Won,108499.22,45,2025-08-15,Agent C
OPP00203,LEAD00007,CUST00093,AI Platform,Negotiation,102531.36,16,2026-04-05,Agent B
OPP00204,LEAD00464,CUST00321,CRM License,Negotiation,11479.49,41,2026-03-14,Agent A
OPP00205,LEAD00453,CUST00324,Cloud Subscription,Lost,87211.51,76,2025-11-21,Agent D
OPP00206,LEAD00784,CUST00384,Laptop,Qualification,244124.94,48,2025-01-10,Agent B
OPP00207,LEAD00371,CUST00063,Laptop,Negotiation,219021.12,33,2026-05-04,Agent B
OPP00208,LEAD00549,CUST00224,Cloud Subscription,Proposal,85697.63,95,2026-02-21,Agent A
OPP00209,LEAD00487,CUST00225,AI Platform,Proposal,149009.87,79,2026-02-01,Agent B
OPP00210,LEAD00211,CUST00369,Support Package,Qualification,212587.7,97,2026-01-19,Agent C
OPP00211,LEAD00165,CUST00346,AI Platform,Prospecting,113112.21,96,2025-12-21,Agent B
OPP00212,LEAD00125,CUST00337,Laptop,Prospecting,9399.68,63,2026-03-11,Agent E
OPP00213,LEAD00337,CUST00103,Support Package,Proposal,23255.06,47,2025-10-15,Agent C
OPP00214,LEAD00192,CUST00215,CRM License,Negotiation,130046.22,83,2026-04-04,Agent A
OPP00215,LEAD00730,CUST00192,Support Package,Qualification,242512.65,89,2025-04-22,Agent C
OPP00216,LEAD00214,CUST00160,AI Platform,Prospecting,174836.34,84,2026-05-01,Agent E
OPP00217,LEAD00574,CUST00372,Cloud Subscription,Prospecting,22374.47,41,2025-01-24,Agent E
OPP00218,LEAD00328,CUST00207,CRM License,Won,51393.41,54,2025-10-18,Agent B
OPP00219,LEAD00381,CUST00269,AI Platform,Proposal,193974.17,70,2025-12-05,Agent B
OPP00220,LEAD00673,CUST00194,CRM License,Negotiation,211152.74,79,2025-11-22,Agent D
OPP00221,LEAD00578,CUST00380,Support Package,Qualification,156335.17,97,2025-06-17,Agent C
OPP00222,LEAD00798,CUST00403,Laptop,Prospecting,162883.68,62,2026-03-14,Agent D
OPP00223,LEAD00239,CUST00152,AI Platform,Won,11942.68,60,2025-04-19,Agent E
OPP00224,LEAD00532,CUST00237,Cloud Subscription,Proposal,207989.91,85,2026-03-04,Agent B
OPP00225,LEAD00700,CUST00088,Support Package,Proposal,198127.43,65,2025-07-09,Agent B
OPP00226,LEAD00082,CUST00011,AI Platform,Qualification,68463.61,36,2026-05-05,Agent B
OPP00227,LEAD00363,CUST00187,Cloud Subscription,Prospecting,178625.8,47,2025-12-21,Agent A
OPP00228,LEAD00505,CUST00214,AI Platform,Qualification,57639.38,71,2025-07-15,Agent E
OPP00229,LEAD00202,CUST00015,Support Package,Qualification,14880.89,27,2025-02-02,Agent B
OPP00230,LEAD00504,CUST00266,AI Platform,Lost,54278.45,73,2025-07-24,Agent E
OPP00231,LEAD00644,CUST00297,CRM License,Won,48764.07,86,2025-11-08,Agent B
OPP00232,LEAD00037,CUST00411,Support Package,Proposal,87748.26,39,2026-02-24,Agent C
OPP00233,LEAD00644,CUST00444,AI Platform,Lost,107520.13,58,2025-07-01,Agent E
OPP00234,LEAD00589,CUST00073,Laptop,Negotiation,129592.03,50,2026-05-06,Agent D
OPP00235,LEAD00601,CUST00052,AI Platform,Proposal,121804.7,22,2025-05-27,Agent A
OPP00236,LEAD00402,CUST00128,CRM License,Proposal,71315.28,43,2026-03-03,Agent D
OPP00237,LEAD00765,CUST00028,Cloud Subscription,Won,12146.81,34,2025-09-25,Agent E
OPP00238,LEAD00706,CUST00065,Cloud Subscription,Negotiation,153249.9,75,2025-01-11,Agent B
OPP00239,LEAD00176,CUST00017,Cloud Subscription,Prospecting,101957.48,27,2025-03-11,Agent E
OPP00240,LEAD00545,CUST00351,Laptop,Negotiation,78174.68,14,2025-09-13,Agent A
OPP00241,LEAD00570,CUST00428,CRM License,Prospecting,217400.56,28,2026-01-31,Agent E
OPP00242,LEAD00467,CUST00138,Support Package,Negotiation,187952.11,51,2025-08-07,Agent B
OPP00243,LEAD00201,CUST00319,Cloud Subscription,Qualification,215152.56,27,2025-10-24,Agent D
OPP00244,LEAD00540,CUST00229,CRM License,Negotiation,126270.78,41,2026-02-13,Agent C
OPP00245,LEAD00547,CUST00254,AI Platform,Lost,37078.16,30,2025-12-28,Agent D
OPP00246,LEAD00637,CUST00477,Laptop,Lost,175574.25,19,2025-09-16,Agent B
OPP00247,LEAD00394,CUST00210,CRM License,Won,55488.08,46,2025-01-03,Agent B
OPP00248,LEAD00042,CUST00431,CRM License,Prospecting,113101.27,58,2025-03-25,Agent A
OPP00249,LEAD00597,CUST00294,Support Package,Proposal,20925.19,95,2025-06-05,Agent E
OPP00250,LEAD00393,CUST00231,CRM License,Won,207200.56,22,2025-05-31,Agent E
OPP00251,LEAD00700,CUST00241,Support Package,Lost,35855.46,64,2025-06-25,Agent D
OPP00252,LEAD00623,CUST00070,Laptop,Lost,226258.89,26,2025-07-14,Agent C
OPP00253,LEAD00783,CUST00104,Laptop,Prospecting,216736.5,18,2026-03-02,Agent C
OPP00254,LEAD00441,CUST00204,AI Platform,Lost,118822.78,97,2026-04-17,Agent A
OPP00255,LEAD00617,CUST00053,Support Package,Lost,187370.21,53,2025-04-17,Agent B
OPP00256,LEAD00506,CUST00462,Support Package,Prospecting,156764.04,87,2026-02-28,Agent A
OPP00257,LEAD00320,CUST00428,Cloud Subscription,Lost,201753.53,55,2025-05-14,Agent E
OPP00258,LEAD00553,CUST00375,Cloud Subscription,Proposal,110792.25,17,2025-10-03,Agent B
OPP00259,LEAD00215,CUST00330,AI Platform,Qualification,197523.08,46,2026-01-30,Agent A
OPP00260,LEAD00071,CUST00054,Laptop,Won,118301.92,28,2025-12-18,Agent D
OPP00261,LEAD00568,CUST00276,Analytics Suite,Proposal,235536.62,72,2026-01-15,Agent E
OPP00262,LEAD00236,CUST00335,Cloud Subscription,Proposal,124161.16,55,2025-06-04,Agent C
OPP00263,LEAD00281,CUST00031,CRM License,Qualification,118341.72,80,2025-10-04,Agent A
OPP00264,LEAD00617,CUST00135,Laptop,Won,197342.61,35,2025-08-24,Agent E
OPP00265,LEAD00162,CUST00058,Analytics Suite,Proposal,206286.53,55,2025-08-28,Agent E
OPP00266,LEAD00191,CUST00105,CRM License,Lost,140849.83,55,2026-01-05,Agent C
OPP00267,LEAD00009,CUST00266,Support Package,Qualification,49050.46,84,2025-01-13,Agent C
OPP00268,LEAD00060,CUST00010,Laptop,Won,119600.77,23,2025-12-08,Agent C
OPP00269,LEAD00225,CUST00496,AI Platform,Negotiation,242177.76,94,2025-02-04,Agent A
OPP00270,LEAD00700,CUST00253,Support Package,Prospecting,189481.62,72,2025-02-16,Agent C
OPP00271,LEAD00582,CUST00295,Support Package,Lost,203734.84,81,2025-08-02,Agent D
OPP00272,LEAD00287,CUST00156,CRM License,Qualification,13042.25,12,2026-02-16,Agent E
OPP00273,LEAD00169,CUST00158,Support Package,Prospecting,119625.57,37,2026-02-09,Agent C
OPP00274,LEAD00062,CUST00037,Cloud Subscription,Negotiation,163422.18,38,2026-05-09,Agent E
OPP00275,LEAD00349,CUST00119,Laptop,Proposal,208358.01,96,2025-05-26,Agent B
OPP00276,LEAD00442,CUST00067,Cloud Subscription,Proposal,17072.05,27,2025-06-08,Agent B
OPP00277,LEAD00014,CUST00242,CRM License,Won,213847.53,44,2026-03-20,Agent C
OPP00278,LEAD00164,CUST00299,Analytics Suite,Qualification,139358.23,86,2025-05-05,Agent E
OPP00279,LEAD00420,CUST00463,CRM License,Qualification,53341.92,85,2025-04-20,Agent B
OPP00280,LEAD00757,CUST00213,Laptop,Won,82727.53,56,2025-02-06,Agent C
OPP00281,LEAD00520,CUST00308,Support Package,Prospecting,74072.74,14,2025-10-04,Agent E
OPP00282,LEAD00666,CUST00101,AI Platform,Proposal,135060.46,84,2025-01-14,Agent C
OPP00283,LEAD00548,CUST00056,CRM License,Proposal,17662.99,68,2026-04-18,Agent E
OPP00284,LEAD00560,CUST00332,Laptop,Qualification,43841.36,84,2025-12-13,Agent B
